YEAR,STATE,COUNTY,total_population,total_white,total_free_black,total_slave
1850,Kentucky,Madison,15727,10269,65,5393
1850,Kentucky,Marion,11765,8598,81,3086
1850,Kentucky,Marshall,5269,5000,20,249
1850,Kentucky,Mason,18344,13674,386,4284
1850,Kentucky,Meade,7393,5799,21,1573
1850,Kentucky,Mercer,14067,10471,336,3260
1850,Kentucky,Monroe,7756,6902,23,831
1850,Kentucky,Montgomery,9903,6666,164,3073
1850,Kentucky,Morgan,7620,7395,38,187
1850,Kentucky,Muhlenberg,9809,8250,37,1522
1850,Kentucky,Nelson,14789,9543,116,5130
1850,Kentucky,Nicholas,10361,8682,166,1513
1850,Kentucky,Ohio,9749,8568,49,1132
1850,Kentucky,Oldham,7629,5156,49,2424
1850,Kentucky,Owen,10444,8882,48,1514
1850,Kentucky,Owsley,3774,3616,22,136
1850,Kentucky,Pendleton,6774,6230,35,509
1850,Kentucky,Perry,3092,2972,3,117
1850,Kentucky,Pike,5365,5250,17,98
1850,Kentucky,Pulaski,14195,12861,27,1307
1850,Kentucky,Rockcastle,4697,4289,33,375
1850,Kentucky,Russell,5349,4901,13,435
1850,Kentucky,Scott,14946,8891,219,5836
1850,Kentucky,Shelby,17095,10289,189,6617
1850,Kentucky,Simpson,7733,5756,42,1935
1850,Kentucky,Spencer,6842,4659,32,2151
1850,Kentucky,Taylor,7250,5462,148,1640
1850,Kentucky,Todd,12268,7361,97,4810
1850,Kentucky,Trigg,10129,7252,80,2797
1850,Kentucky,Trimble,5963,4993,29,941
1850,Kentucky,Union,9012,6704,16,2292
1850,Kentucky,Warren,15123,10597,209,4317
1850,Kentucky,Washington,12194,9086,63,3045
1850,Kentucky,Wayne,8692,7855,7,830
1850,Kentucky,Whitley,7447,7222,24,201
1850,Kentucky,Woodford,12423,5878,169,6376
1850,Louisiana,Ascension,10752,3340,146,7266
1850,Louisiana,Assumption,10538,5170,27,5341
1850,Louisiana,Avoyelles,9326,4059,106,5161
1850,Louisiana,Bienville,5539,3623,21,1895
1850,Louisiana,Bossier,6962,2507,0,4455
1850,Louisiana,Caddo,8884,3634,42,5208
1850,Louisiana,Calcasieu,3914,2718,239,957
1850,Louisiana,Caldwell,2815,1584,0,1231
1850,Louisiana,Carroll,8789,2336,10,6443
1850,Louisiana,Catahoula,7132,3585,19,3528
1850,Louisiana,Claiborne,7471,4949,0,2522
1850,Louisiana,Concordia,7758,823,1,6934
1850,Louisiana,De Soto,8023,3549,24,4450
1850,Louisiana,East Baton Rouge,11977,5347,279,6351
1850,Louisiana,East Feliciana,13598,4060,24,9514
1850,Louisiana,Franklin,3251,1664,14,1573
1850,Louisiana,Iberville,12278,3568,104,8606
1850,Louisiana,Jackson,5566,3406,2,2158
1850,Louisiana,Jefferson,25093,18046,851,6196
1850,Louisiana,Lafayette,6720,3390,160,3170
1850,Louisiana,Lafourche,9532,5142,22,4368
1850,Louisiana,Livingston,3385,2524,19,842
1850,Louisiana,Madison,8773,1416,4,7353
1850,Louisiana,Morehouse,3913,1877,30,2006
1850,Louisiana,Natchitoches,14228,5466,881,7881
1850,Louisiana,Orleans,119460,91431,9961,18068
1850,Louisiana,Ouachita,5008,2292,8,2708
1850,Louisiana,Plaquemines,7390,2221,390,4779
1850,Louisiana,Pointe Coupee,11339,2968,560,7811
1850,Louisiana,Rapides,16561,5037,184,11340
1850,Louisiana,Sabine,4515,3347,0,1168
1850,Louisiana,St Bernard,3802,1406,73,2323
1850,Louisiana,St Charles,5120,867,121,4132
1850,Louisiana,St Helena,4561,2354,11,2196
1850,Louisiana,St James,11098,3285,62,7751
1850,Louisiana,St John The Baptist,7317,2586,191,4540
1850,Louisiana,St Landry,22253,10140,1242,10871
1850,Louisiana,St Martin,11761,4743,529,6489
1850,Louisiana,St Mary,13697,3423,424,9850
1850,Louisiana,St Tammany,6364,3642,359,2363
1850,Louisiana,Tensas,9040,900,2,8138
1850,Louisiana,Terrebonne,7724,3305,91,4328
1850,Louisiana,Union,8203,4778,0,3425
1850,Louisiana,Vermilion,3409,2328,14,1067
1850,Louisiana,Washington,3408,2367,4,1037
1850,Louisiana,West Baton Rouge,6270,1815,105,4350
1850,Louisiana,West Feliciana,13245,2473,106,10666
1850,Maine,Aroostook,12529,12523,6,0
1850,Maine,Cumberland,79538,78939,599,0
1850,Maine,Franklin,20027,20008,19,0
1850,Maine,Hancock,34372,34343,29,0
1850,Maine,Kennebec,62521,62382,139,0
1850,Maine,Lincoln,74875,74603,272,0
1850,Maine,Oxford,39763,39758,5,0
1850,Maine,Penobscot,63089,63022,67,0
1850,Maine,Piscataquis,14735,14732,3,0
1850,Maine,Somerset,35581,35567,14,0
1850,Maine,Waldo,47230,47191,39,0
1850,Maine,Washington,38811,38683,128,0
1850,Maine,York,60098,60062,36,0
1850,Maryland,Allegany,22769,21633,412,724
1850,Maryland,Anne Arundel,32393,16542,4602,11249
1850,Maryland,Baltimore,210646,174853,29075,6718
1850,Maryland,Calvert,9646,3630,1530,4486
1850,Maryland,Caroline,9692,6096,2788,808
1850,Maryland,Carroll,20616,18667,974,975
1850,Maryland,Cecil,18939,15472,2623,844
1850,Maryland,Charles,16162,5665,913,9584
1850,Maryland,Dorchester,18877,10747,3848,4282
1850,Maryland,Frederick,40987,33314,3760,3913
1850,Maryland,Harford,19356,14413,2777,2166
1850,Maryland,Kent,11386,5616,3143,2627
1850,Maryland,Montgomery,15860,9435,1311,5114
1850,Maryland,Prince Georges,21549,8901,1138,11510
1850,Maryland,Queen Anne's,14484,6936,3278,4270
1850,Maryland,St Mary's,13698,6223,1633,5842
1850,Maryland,Somerset,22456,13385,3483,5588
1850,Maryland,Talbot,13811,7084,2593,4134
1850,Maryland,Washington,30848,26930,1828,2090
1850,Maryland,Worcester,18859,12401,3014,3444
1850,Massachusetts,Barnstable,35276,35153,123,0
1850,Massachusetts,Berkshire,49591,48258,1333,0
1850,Massachusetts,Bristol,76192,74659,1533,0
1850,Massachusetts,Dukes,4540,4487,53,0
1850,Massachusetts,Essex,131300,130682,618,0
1850,Massachusetts,Franklin,30870,30779,91,0
1850,Massachusetts,Hampden,51283,50780,503,0
1850,Massachusetts,Hampshire,35732,35403,329,0
1850,Massachusetts,Middlesex,161383,160676,707,0
1850,Massachusetts,Nantucket,8452,8058,394,0
1850,Massachusetts,Norfolk,78892,78643,249,0
1850,Massachusetts,Plymouth,55697,55241,456,0
1850,Massachusetts,Suffolk,144517,142479,2038,0
1850,Massachusetts,Worcester,130789,130152,637,0
1850,Michigan,Allegan,5125,5120,5,0
1850,Michigan,Barry,5072,5033,39,0
1850,Michigan,Berrien,11417,11178,239,0
1850,Michigan,Branch,12472,12456,16,0
1850,Michigan,Calhoun,19162,18955,207,0
1850,Michigan,Cass,10907,10518,389,0
1850,Michigan,Chippewa,898,890,8,0
1850,Michigan,Clinton,5102,5100,2,0
1850,Michigan,Eaton,7058,7055,3,0
1850,Michigan,Genesee,12031,12003,28,0
1850,Michigan,Hillsdale,16159,16153,6,0
1850,Michigan,Houghton,708,707,1,0
1850,Michigan,Huron,210,210,0,0
1850,Michigan,Ingham,8631,8606,25,0
1850,Michigan,Ionia,7597,7589,8,0
1850,Michigan,Jackson,19431,19346,85,0
1850,Michigan,Kalamazoo,13179,13080,99,0
1850,Michigan,Kent,12016,11982,34,0
1850,Michigan,Lapeer,7029,7007,22,0
1850,Michigan,Lenawee,26372,26280,92,0
1850,Michigan,Livingston,13485,13481,4,0
1850,Michigan,Macomb,15530,15501,29,0
1850,Michigan,Marquette,136,136,0,0
1850,Michigan,Mason,93,93,0,0
1850,Michigan,Michilimackinac,3598,3561,37,0
1850,Michigan,Midland,65,64,1,0
1850,Michigan,Monroe,14698,14642,56,0
1850,Michigan,Montcalm,891,891,0,0
1850,Michigan,Newaygo,510,509,1,0
1850,Michigan,Oakland,31270,31206,64,0
1850,Michigan,Oceana,300,281,19,0
1850,Michigan,Ontonagon,389,383,6,0
1850,Michigan,Ottawa,5587,5548,39,0
1850,Michigan,Saginaw,2609,2609,0,0
1850,Michigan,St Clair,10420,10396,24,0
1850,Michigan,St Joseph,12725,12699,26,0
1850,Michigan,Sanilac,2112,2112,0,0
1850,Michigan,Schoolcraft,16,16,0,0
1850,Michigan,Shiawassee,5230,5230,0,0
1850,Michigan,Tuscola,291,291,0,0
1850,Michigan,Van Buren,5800,5786,14,0
1850,Michigan,Washtenaw,28567,28336,231,0
1850,Michigan,Wayne,42756,42032,724,0
1850,Minnesota Territory,Benton,418,416,2,0
1850,Minnesota Territory,Dakotah,584,582,2,0
1850,Minnesota Territory,Itasca,97,97,0,0
1850,Minnesota Territory,Mankahta,158,158,0,0
1850,Minnesota Territory,Pembina,1134,1134,0,0
1850,Minnesota Territory,Ramsey,2227,2197,30,0
1850,Minnesota Territory,Wabasha,243,242,1,0
1850,Minnesota Territory,Wahnahta,160,160,0,0
1850,Minnesota Territory,Wahnahta-Mankahta [multi-county reporting area],,,,
1850,Minnesota Territory,Washington,1056,1052,4,0
1850,Mississippi,Adams,18601,3948,258,14395
1850,Mississippi,Amite,9694,3641,3,6050
1850,Mississippi,Attala,10991,7571,8,3412
1850,Mississippi,Bolivar,2577,395,2,2180
1850,Mississippi,Carroll,18491,8653,26,9812
1850,Mississippi,Chickasaw,16369,9887,2,6480
1850,Mississippi,Choctaw,11402,8420,4,2978
1850,Mississippi,Claiborne,14941,3449,42,11450
1850,Mississippi,Clarke,5477,3823,6,1648
1850,Mississippi,Coahoma,2780,1387,2,1391
1850,Mississippi,Copiah,11794,6303,11,5480
1850,Mississippi,Covington,3338,2222,2,1114
1850,Mississippi,DeSoto,19042,9487,2,9553
1850,Mississippi,Franklin,5904,2540,14,3350
1850,Mississippi,Greene,2018,1379,1,638
1850,Mississippi,Hancock,3672,2444,12,1216
1850,Mississippi,Harrison,4875,3378,56,1441
1850,Mississippi,Hinds,25340,8690,25,16625
1850,Mississippi,Holmes,13928,5547,4,8377
1850,Mississippi,Issaquena,4478,366,7,4105
1850,Mississippi,Itawamba,13528,11395,6,2127
1850,Mississippi,Jackson,3196,2266,105,825
1850,Mississippi,Jasper,6184,4293,4,1887
1850,Mississippi,Jefferson,13193,2634,66,10493
1850,Mississippi,Jones,2164,1887,3,274
1850,Mississippi,Kemper,12517,7138,1,5378
1850,Mississippi,Lafayette,14069,8346,4,5719
1850,Mississippi,Lauderdale,8717,6052,4,2661
1850,Mississippi,Lawrence,6478,3549,0,2929
1850,Mississippi,Leake,5533,3982,2,1549
1850,Mississippi,Lowndes,19544,6523,28,12993
1850,Mississippi,Madison,18173,4328,2,13843
1850,Mississippi,Marion,4410,2215,0,2195
1850,Mississippi,Marshall,29689,14271,1,15417
1850,Mississippi,Monroe,21172,9418,37,11717
1850,Mississippi,Neshoba,4728,3393,0,1335
1850,Mississippi,Newton,4465,3432,1,1032
1850,Mississippi,Noxubee,16299,4976,0,11323
1850,Mississippi,Oktibbeha,9171,4309,18,4844
1850,Mississippi,Panola,11444,5021,3,6420
1850,Mississippi,Perry,2438,1679,10,749
1850,Mississippi,Pike,7360,4225,33,3102
1850,Mississippi,Pontotoc,17112,12136,8,4968
1850,Mississippi,Rankin,7227,3940,11,3276
1850,Mississippi,Scott,3961,2778,1,1182
1850,Mississippi,Simpson,4734,3190,3,1541
1850,Mississippi,Smith,4071,3073,0,998
1850,Mississippi,Sunflower,1102,348,0,754
1850,Mississippi,Tallahatchie,4643,2096,0,2547
1850,Mississippi,Tippah,20741,15807,6,4928
1850,Mississippi,Tishomingo,15490,13528,1,1961
1850,Mississippi,Tunica,1314,396,1,917
1850,Mississippi,Warren,18120,5996,28,12096
1850,Mississippi,Washington,8389,546,7,7836
1850,Mississippi,Wayne,2892,1499,0,1393
1850,Mississippi,Wilkinson,16914,3624,30,13260
1850,Mississippi,Winston,7956,5178,10,2768
1850,Mississippi,Yalobusha,17258,8652,9,8597
1850,Mississippi,Yazoo,14418,4069,0,10349
1850,Missouri,Adair,2342,2283,8,51
1850,Missouri,Andrew,9433,8757,14,662
1850,Missouri,Atchison,1678,1641,7,30
1850,Missouri,Audrain,3506,3048,1,457
1850,Missouri,Barry,3467,3317,0,150
1850,Missouri,Bates,3669,3520,8,141
1850,Missouri,Benton,5015,4547,8,460
1850,Missouri,Boone,14979,11300,13,3666
1850,Missouri,Buchanan,12975,12072,1,902
1850,Missouri,Butler,1616,1563,0,53
1850,Missouri,Caldwell,2316,2176,4,136
1850,Missouri,Callaway,13827,9895,25,3907
1850,Missouri,Camden,2338,2208,0,130
1850,Missouri,Cape Girardeau,13912,12203,35,1674
1850,Missouri,Carroll,5441,4812,8,621
1850,Missouri,Cass,6090,5610,2,478
1850,Missouri,Cedar,3361,3278,1,82
1850,Missouri,Chariton,7514,5685,51,1778
1850,Missouri,Clark,5527,5013,10,504
1850,Missouri,Clay,10332,7585,5,2742
1850,Missouri,Clinton,3786,3346,1,439
1850,Missouri,Cole,6696,5699,18,979
1850,Missouri,Cooper,12950,9837,22,3091
1850,Missouri,Crawford,6397,6112,0,285
1850,Missouri,Dade,4246,3971,6,269
1850,Missouri,Dallas,3648,3552,8,88
1850,Missouri,Daviess,5298,5056,1,241
1850,Missouri,DeKalb,2075,2010,0,65
1850,Missouri,Dodge,375,373,0,2
1850,Missouri,Dunklin,1229,1205,11,13
1850,Missouri,Franklin,11021,9542,20,1459
1850,Missouri,Gasconade,4996,4884,0,112
1850,Missouri,Gentry,4248,4195,3,50
1850,Missouri,Greene,12785,11548,7,1230
1850,Missouri,Grundy,3006,2856,1,149
1850,Missouri,Harrison,2447,2434,0,13
1850,Missouri,Henry,4052,3377,3,672
1850,Missouri,Hickory,2329,2143,1,185
1850,Missouri,Holt,3957,3827,3,127
1850,Missouri,Howard,13969,9039,40,4890
1850,Missouri,Jackson,14000,10990,41,2969
1850,Missouri,Jasper,4223,4009,1,213
1850,Missouri,Jefferson,6928,6407,9,512
1850,Missouri,Johnson,7464,6573,12,879
1850,Missouri,Knox,2894,2626,2,266
1850,Missouri,Laclede,2498,2357,1,140
1850,Missouri,Lafayette,13690,9005,70,4615
1850,Missouri,Lawrence,4859,4608,3,248
1850,Missouri,Lewis,6578,5357,15,1206
1850,Missouri,Lincoln,9421,7389,5,2027
1850,Missouri,Linn,4058,3679,2,377
1850,Missouri,Livingston,4247,3933,6,308
1850,Missouri,McDonald,2236,2132,21,83
1850,Missouri,Macon,6565,6262,0,303
1850,Missouri,Madison,6003,5278,29,696
1850,Missouri,Marion,12230,9322,76,2832
1850,Missouri,Mercer,2691,2671,6,14
1850,Missouri,Miller,3834,3645,0,189
1850,Missouri,Mississippi,3123,2373,4,746
1850,Missouri,Moniteau,6004,5434,4,566
1850,Missouri,Monroe,10541,8461,32,2048
1850,Missouri,Montgomery,5489,4449,3,1037
1850,Missouri,Morgan,4650,4192,5,453
1850,Missouri,New Madrid,5541,4053,7,1481
1850,Missouri,Newton,4268,4012,15,241
1850,Missouri,Nodaway,2118,2048,0,70
1850,Missouri,Oregon,1432,1392,22,18
1850,Missouri,Osage,6704,6434,0,270
1850,Missouri,Ozark,2294,2279,0,15
1850,Missouri,Perry,7215,6395,26,794
1850,Missouri,Pettis,5150,4261,5,884
1850,Missouri,Pike,13609,10299,35,3275
1850,Missouri,Platte,16845,13996,51,2798
1850,Missouri,Polk,6186,5804,13,369
1850,Missouri,Pulaski,3998,3885,0,113
1850,Missouri,Putnam,1636,1617,0,19
1850,Missouri,Ralls,6151,4775,8,1368
1850,Missouri,Randolph,9439,7262,21,2156
1850,Missouri,Ray,10373,8833,26,1514
1850,Missouri,Reynolds,1849,1824,0,25
1850,Missouri,Ripley,2830,2731,13,86
1850,Missouri,St Charles,11454,9492,13,1949
1850,Missouri,St Clair,3556,3107,1,448
1850,Missouri,Ste Genevieve,5313,4636,61,616
1850,Missouri,St Francois,4964,4233,51,680
1850,Missouri,St Louis,104978,97541,1470,5967
1850,Missouri,Saline,8843,6105,19,2719
1850,Missouri,Schuyler,3287,3230,2,55
1850,Missouri,Scotland,3782,3631,0,151
1850,Missouri,Scott,3182,2773,16,393
1850,Missouri,Shannon,1199,1190,0,9
1850,Missouri,Shelby,4253,3744,11,498
1850,Missouri,Stoddard,4277,4221,6,50
1850,Missouri,Sullivan,2983,2895,0,88
1850,Missouri,Taney,4373,4274,0,99
1850,Missouri,Texas,2312,2270,0,42
1850,Missouri,Warren,5860,4921,4,935
1850,Missouri,Washington,8811,7713,23,1075
1850,Missouri,Wayne,4518,4152,6,360
1850,Missouri,Wright,3387,3305,0,82
1850,New Hampshire,Belknap,17721,17692,29,0
1850,New Hampshire,Carroll,20157,20155,2,0
1850,New Hampshire,Cheshire,30144,30116,28,0
1850,New Hampshire,Coos,11853,11849,4,0
1850,New Hampshire,Grafton,42343,42316,27,0
1850,New Hampshire,Hillsborough,57478,57359,119,0
1850,New Hampshire,Merrimack,40337,40244,93,0
1850,New Hampshire,Rockingham,49194,49067,127,0
1850,New Hampshire,Strafford,29374,29324,50,0
1850,New Hampshire,Sullivan,19375,19334,41,0
1850,New Jersey,Atlantic,8961,8743,217,1
1850,New Jersey,Bergen,14725,13060,1624,41
1850,New Jersey,Burlington,43203,41094,2109,0
1850,New Jersey,Camden,25422,23192,2230,0
1850,New Jersey,Cape May,6433,6186,247,0
1850,New Jersey,Cumberland,17189,16059,1130,0
1850,New Jersey,Essex,73950,71616,2328,6
1850,New Jersey,Gloucester,14655,14035,620,0
1850,New Jersey,Hudson,21822,21319,500,3
1850,New Jersey,Hunterdon,28990,28173,808,9
1850,New Jersey,Mercer,27992,25950,2036,6
1850,New Jersey,Middlesex,28635,27255,1369,11
1850,New Jersey,Monmouth,30313,27915,2323,75
1850,New Jersey,Morris,30158,29131,1008,19
1850,New Jersey,Ocean,10032,9892,140,0
1850,New Jersey,Passaic,22569,21923,615,31
1850,New Jersey,Salem,19467,17392,2075,0
1850,New Jersey,Somerset,19692,17950,1711,31
1850,New Jersey,Sussex,22989,22648,340,1
1850,New Jersey,Warren,22358,21976,380,2
1850,New Mexico Territory,Bernalillo,7751,7749,2,0
1850,New Mexico Territory,Rio Arriba,10668,10667,1,0
1850,New Mexico Territory,San Miguel,7074,7070,4,0
1850,New Mexico Territory,Santa Anna,4645,4644,1,0
1850,New Mexico Territory,Santa Fe,7713,7699,14,0
1850,New Mexico Territory,Taos,9507,9507,0,0
1850,New Mexico Territory,Valencia,14189,14189,0,0
1850,New York,Albany,93279,92085,1194,0
1850,New York,Allegany,37808,37680,128,0
1850,New York,Broome,30660,30229,431,0
1850,New York,Cattaraugus,38950,38848,102,0
1850,New York,Cayuga,55458,54915,543,0
1850,New York,Chautauqua,50493,50353,140,0
1850,New York,Chemung,28821,28535,286,0
1850,New York,Chenango,40311,40047,264,0
1850,New York,Clinton,40047,39935,112,0
1850,New York,Columbia,43073,41761,1312,0
1850,New York,Cortland,25140,25098,42,0
1850,New York,Delaware,39834,39633,201,0
1850,New York,Dutchess,58992,57022,1970,0
1850,New York,Erie,100993,100168,825,0
1850,New York,Essex,31148,31098,50,0
1850,New York,Franklin,25102,25040,62,0
1850,New York,Fulton,20171,20069,102,0
1850,New York,Genesee,28488,28411,77,0
1850,New York,Greene,33126,32231,895,0
1850,New York,Hamilton,2188,2186,2,0
1850,New York,Herkimer,38244,38041,203,0
1850,New York,Jefferson,68153,67962,191,0
1850,New York,Kings,138882,134817,4065,0
1850,New York,Lewis,24564,24522,42,0
1850,New York,Livingston,40875,40666,209,0
1850,New York,Madison,43072,42774,298,0
1850,New York,Monroe,87650,86951,699,0
1850,New York,Montgomery,31992,31518,474,0
1850,New York,New York,515547,501732,13815,0
1850,New York,Niagara,42276,41959,317,0
1850,New York,Oneida,99566,98894,672,0
1850,New York,Onondaga,85890,85277,613,0
1850,New York,Ontario,43929,43319,610,0
1850,New York,Orange,57145,54681,2464,0
1850,New York,Orleans,28501,28393,108,0
1850,New York,Oswego,62198,61983,215,0
1850,New York,Otsego,48638,48463,175,0
1850,New York,Putnam,14138,14000,138,0
1850,New York,Queens,36833,33382,3451,0
1850,New York,Rensselaer,73363,72344,1019,0
1850,New York,Richmond,15061,14471,590,0
1850,New York,Rockland,16962,16366,596,0
1850,New York,St Lawrence,68617,68578,39,0
1850,New York,Saratoga,45646,45028,618,0
1850,New York,Schenectady,20054,19666,388,0
1850,New York,Schoharie,33548,33070,478,0
1850,New York,Seneca,25441,25260,181,0
1850,New York,Steuben,63771,63400,371,0
1850,New York,Suffolk,36922,34805,2117,0
1850,New York,Sullivan,25088,24988,100,0
1850,New York,Tioga,24880,24683,197,0
1850,New York,Tompkins,38746,38421,325,0
1850,New York,Ulster,59384,57799,1585,0
1850,New York,Warren,17199,17153,46,0
1850,New York,Washington,44750,44400,350,0
1850,New York,Wayne,44953,44685,268,0
1850,New York,Westchester,58263,56188,2075,0
1850,New York,Wyoming,31981,31917,64,0
1850,New York,Yates,20590,20425,165,0
1850,North Carolina,Alamance,11444,7921,327,3196
1850,North Carolina,Alexander,5220,4653,24,543
1850,North Carolina,Anson,13489,6554,103,6832
1850,North Carolina,Ashe,8777,8096,86,595
1850,North Carolina,Beaufort,13816,7664,903,5249
1850,North Carolina,Bertie,12851,5335,322,7194
1850,North Carolina,Bladen,9767,5049,360,4358
1850,North Carolina,Brunswick,7272,3651,319,3302
1850,North Carolina,Buncombe,13425,11601,107,1717
1850,North Carolina,Burke,7772,5477,163,2132
1850,North Carolina,Cabarrus,9747,6942,120,2685
1850,North Carolina,Caldwell,6317,5005,109,1203
1850,North Carolina,Camden,6049,3565,297,2187
1850,North Carolina,Carteret,6939,5166,150,1623
1850,North Carolina,Caswell,15269,7076,423,7770
1850,North Carolina,Catawba,8862,7275,18,1569
1850,North Carolina,Chatham,18449,12161,303,5985
1850,North Carolina,Cherokee,6838,6493,8,337
1850,North Carolina,Chowan,6721,2939,109,3673
1850,North Carolina,Cleveland,10396,8591,58,1747
1850,North Carolina,Columbus,5909,4255,151,1503
1850,North Carolina,Craven,14709,7220,1538,5951
1850,North Carolina,Cumberland,20610,12447,946,7217
1850,North Carolina,Currituck,7236,4599,190,2447
1850,North Carolina,Davidson,15320,12137,191,2992
1850,North Carolina,Davie,7866,5612,83,2171
1850,North Carolina,Duplin,13514,7162,345,6007
1850,North Carolina,Edgecombe,17189,8359,283,8547
1850,North Carolina,Forsyth,11168,9661,154,1353
1850,North Carolina,Franklin,11713,5643,563,5507
1850,North Carolina,Gaston,8073,5935,26,2112
1850,North Carolina,Gates,8426,4159,396,3871
1850,North Carolina,Granville,21249,10294,1090,9865
1850,North Carolina,Greene,6619,3259,116,3244
1850,North Carolina,Guilford,19754,15874,694,3186
1850,North Carolina,Halifax,16589,5765,1870,8954
1850,North Carolina,Haywood,7074,6641,15,418
1850,North Carolina,Henderson,6853,5892,37,924
1850,North Carolina,Hertford,8142,3553,873,3716
1850,North Carolina,Hyde,7636,4756,253,2627
1850,North Carolina,Iredell,14719,10547,30,4142
1850,North Carolina,Johnston,13726,8879,184,4663
1850,North Carolina,Jones,5038,2139,142,2757
1850,North Carolina,Lenoir,7828,3567,145,4116
1850,North Carolina,Lincoln,7746,5655,36,2055
1850,North Carolina,McDowell,6246,4771,213,1262
1850,North Carolina,Macon,6389,5734,106,549
1850,North Carolina,Martin,8307,4617,323,3367
1850,North Carolina,Mecklenburg,13914,8285,156,5473
1850,North Carolina,Montgomery,6872,5055,44,1773
1850,North Carolina,Moore,9342,7196,170,1976
1850,North Carolina,Nash,10657,5972,629,4056
1850,North Carolina,New Hanover,17668,8201,886,8581
1850,North Carolina,Northampton,13335,5994,830,6511
1850,North Carolina,Onslow,8283,5003,172,3108
1850,North Carolina,Orange,17055,11330,481,5244
1850,North Carolina,Pasquotank,8950,4610,1235,3105
1850,North Carolina,Perquimans,7332,3630,450,3252
1850,North Carolina,Person,10781,5593,295,4893
1850,North Carolina,Pitt,13397,6664,100,6633
1850,North Carolina,Randolph,15832,13787,405,1640
1850,North Carolina,Richmond,9818,4889,225,4704
1850,North Carolina,Robeson,12826,7231,1230,4365
1850,North Carolina,Rockingham,14495,8747,419,5329
1850,North Carolina,Rowan,13870,9900,116,3854
1850,North Carolina,Rutherford,13550,10425,220,2905
1850,North Carolina,Sampson,14585,8423,477,5685
1850,North Carolina,Stanly,6922,5437,49,1436
1850,North Carolina,Stokes,9206,7264,149,1793
1850,North Carolina,Surry,18443,16159,284,2000
1850,North Carolina,Tyrrell,5133,3301,130,1702
1850,North Carolina,Union,10051,8018,51,1982
1850,North Carolina,Wake,24888,14173,1306,9409
1850,North Carolina,Warren,13912,4601,444,8867
1850,North Carolina,Washington,5664,3209,240,2215
1850,North Carolina,Watauga,3400,3242,29,129
1850,North Carolina,Wayne,13486,7801,665,5020
1850,North Carolina,Wilkes,12099,10733,224,1142
1850,North Carolina,Yancey,8205,7809,50,346
1850,Ohio,Adams,18883,18828,55,0
