YEAR,STATE,COUNTY,total_white,total_free_black,total_slave
1860,Alabama,Autauga,7105,14,9607
1860,Alabama,Baldwin,3585,140,3714
1860,Alabama,Barbour,14629,33,16150
1860,Alabama,Bibb,8027,25,3842
1860,Alabama,Blount,10193,6,666
1860,Alabama,Butler,11260,44,6818
1860,Alabama,Calhoun,17169,28,4342
1860,Alabama,Chambers,11315,50,11849
1860,Alabama,Cherokee,15321,37,3002
1860,Alabama,Choctaw,6767,16,7094
1860,Alabama,Clarke,7599,14,7436
1860,Alabama,Coffee,8200,6,1417
1860,Alabama,Conecuh,6419,10,4882
1860,Alabama,Coosa,14044,11,5212
1860,Alabama,Covington,5631,17,821
1860,Alabama,Dale,10379,7,1809
1860,Alabama,Dallas,7785,80,25760
1860,Alabama,DeKalb,9853,4,848
1860,Alabama,Fayette,11145,2,1703
1860,Alabama,Franklin,10119,13,8495
1860,Alabama,Greene,7251,10,23598
1860,Alabama,Henry,10464,21,4433
1860,Alabama,Jackson,14811,67,3405
1860,Alabama,Jefferson,9078,19,2649
1860,Alabama,Lauderdale,10639,44,6737
1860,Alabama,Lawrence,7173,14,6788
1860,Alabama,Limestone,7215,6,8085
1860,Alabama,Lowndes,8362,14,19340
1860,Alabama,Macon,8624,1,18176
1860,Alabama,Madison,11685,192,14573
1860,Alabama,Marengo,6761,1,24409
1860,Alabama,Marion,9893,5,1283
1860,Alabama,Marshall,9596,51,1821
1860,Alabama,Mobile,28559,1195,11376
1860,Alabama,Monroe,6878,46,8705
1860,Alabama,Montgomery,12122,70,23710
1860,Alabama,Morgan,7592,37,3706
1860,Alabama,Perry,9479,39,18206
1860,Alabama,Pickens,10117,8,12191
1860,Alabama,Pike,15646,4,8785
1860,Alabama,Randolph,18132,23,1904
1860,Alabama,Russell,10936,18,15638
1860,Alabama,St Clair,9236,9,1768
1860,Alabama,Shelby,8970,26,3622
1860,Alabama,Sumter,5919,25,18091
1860,Alabama,Talladega,14634,21,8865
1860,Alabama,Tallapoosa,17154,1,6672
1860,Alabama,Tuscaloosa,12971,84,10145
1860,Alabama,Walker,7461,0,519
1860,Alabama,Washington,2119,56,2494
1860,Alabama,Wilcox,6795,26,17797
1860,Alabama,Winston,3454,0,122
1860,Arkansas,Arkansas,3923,0,4921
1860,Arkansas,Ashley,4829,0,3761
1860,Arkansas,Benton,8905,1,384
1860,Arkansas,Bradley,5698,0,2690
1860,Arkansas,Calhoun,3122,0,981
1860,Arkansas,Carroll,9053,0,330
1860,Arkansas,Chicot,1722,0,7512
1860,Arkansas,Clark,7516,5,2214
1860,Arkansas,Columbia,8845,5,3599
1860,Arkansas,Conway,5895,0,802
1860,Arkansas,Craighead,2978,1,87
1860,Arkansas,Crawford,6986,6,858
1860,Arkansas,Crittenden,2573,0,2347
1860,Arkansas,Dallas,4788,1,3494
1860,Arkansas,Desha,2655,20,3784
1860,Arkansas,Drew,5581,0,3497
1860,Arkansas,Franklin,6330,6,962
1860,Arkansas,Fulton,3936,0,88
1860,Arkansas,Greene,5654,0,189
1860,Arkansas,Hempstead,8589,2,5398
1860,Arkansas,Hot Spring,5019,3,613
1860,Arkansas,Independence,12970,0,1337
1860,Arkansas,Izard,6831,0,382
1860,Arkansas,Jackson,7957,1,2535
1860,Arkansas,Jefferson,7813,12,7146
1860,Arkansas,Johnson,6639,0,973
1860,Arkansas,Lafayette,4146,7,4311
1860,Arkansas,Lawrence,8875,3,494
1860,Arkansas,Madison,7444,0,296
1860,Arkansas,Marion,5923,8,261
1860,Arkansas,Mississippi,2434,0,1461
1860,Arkansas,Monroe,3431,0,2226
1860,Arkansas,Montgomery,3541,0,92
1860,Arkansas,Newton,3369,0,24
1860,Arkansas,Ouachita,8457,1,4478
1860,Arkansas,Perry,2162,0,303
1860,Arkansas,Phillips,5931,4,8941
1860,Arkansas,Pike,3798,0,227
1860,Arkansas,Poinsett,2535,0,1086
1860,Arkansas,Polk,4090,0,172
1860,Arkansas,Pope,6905,0,978
1860,Arkansas,Prairie,6015,0,2839
1860,Arkansas,Pulaski,8187,7,3505
1860,Arkansas,Randolph,5902,0,359
1860,Arkansas,St Francis,6051,0,2621
1860,Arkansas,Saline,5891,0,749
1860,Arkansas,Scott,4930,0,215
1860,Arkansas,Searcy,5178,0,93
1860,Arkansas,Sebastian,8555,1,680
1860,Arkansas,Sevier,7150,0,3366
1860,Arkansas,Union,5957,0,6331
1860,Arkansas,Van Buren,5157,0,200
1860,Arkansas,Washington,13106,47,1493
1860,Arkansas,White,6881,3,1432
1860,Arkansas,Yell,5335,0,998
1860,California,Alameda,8548,55,0
1860,California,Amador,8252,88,0
1860,California,Butte,9737,71,0
1860,California,Calaveras,12546,95,0
1860,California,Colusa,2165,25,0
1860,California,Contra Costa,5185,27,0
1860,California,Del Norte,1341,48,0
1860,California,El Dorado,15515,277,0
1860,California,Fresno,999,3,0
1860,California,Humboldt,2498,6,0
1860,California,Klamath,1220,4,0
1860,California,Los Angeles,9221,87,0
1860,California,Marin,3097,23,0
1860,California,Mariposa,4303,90,0
1860,California,Mendocino,2905,3,0
1860,California,Merced,1114,23,0
1860,California,Monterey,4305,17,0
1860,California,Napa,5448,55,0
1860,California,Nevada,14138,156,0
1860,California,Placer,10819,52,0
1860,California,Plumas,3851,5,0
1860,California,Sacramento,21692,468,0
1860,California,San Bernardino,2504,19,0
1860,California,San Diego,1249,8,0
1860,California,San Francisco,52866,1176,0
1860,California,San Joaquin,9166,126,0
1860,California,San Luis Obispo,1621,12,0
1860,California,San Mateo,3088,68,0
1860,California,Santa Barbara,3178,0,0
1860,California,Santa Clara,11646,87,0
1860,California,Santa Cruz,4688,32,0
1860,California,Shasta,3895,42,0
1860,California,Sierra,9122,57,0
1860,California,Siskiyou,6992,71,0
1860,California,Solano,7092,42,0
1860,California,Sonoma,11587,85,0
1860,California,Stanislaus,2002,45,0
1860,California,Sutter,3348,30,0
1860,California,Tehama,3242,42,0
1860,California,Trinity,3370,17,0
1860,California,Tulare,3262,23,0
1860,California,Tuolumne,14095,166,0
1860,California,Yolo,4683,27,0
1860,California,Yuba,11582,233,0
1860,Connecticut,Fairfield,75800,1676,0
1860,Connecticut,Hartford,88643,1319,0
1860,Connecticut,Litchfield,46207,1111,0
1860,Connecticut,Middlesex,30522,337,0
1860,Connecticut,New Haven,95223,2113,0
1860,Connecticut,New London,60387,1344,0
1860,Connecticut,Tolland,20452,256,0
1860,Connecticut,Windham,34270,471,0
1860,Delaware,Kent,20330,7271,203
1860,Delaware,New Castle,46355,8188,254
1860,Delaware,Sussex,23904,4370,1341
1860,Florida,Alachua,3767,8,4457
1860,Florida,Brevard,224,1,21
1860,Florida,Calhoun,895,27,524
1860,Florida,Clay,1388,7,519
1860,Florida,Columbia,2582,1,2063
1860,Florida,Dade,80,1,2
1860,Florida,Duval,2925,162,1987
1860,Florida,Escambia,3653,153,1961
1860,Florida,Franklin,1378,6,520
1860,Florida,Gadsden,3981,6,5409
1860,Florida,Hamilton,2734,23,1397
1860,Florida,Hernando,1000,0,200
1860,Florida,Hillsborough,2415,2,564
1860,Florida,Holmes,1271,3,112
1860,Florida,Jackson,5263,43,4903
1860,Florida,Jefferson,3498,4,6374
1860,Florida,Lafayette,1490,1,577
1860,Florida,Leon,3194,60,9089
1860,Florida,Levy,1331,0,450
1860,Florida,Liberty,935,1,521
1860,Florida,Madison,3521,9,4249
1860,Florida,Manatee,601,0,253
1860,Florida,Marion,3294,1,5314
1860,Florida,Monroe,2302,160,451
1860,Florida,Monroe-Dade [multi-county reporting area],,,
1860,Florida,Nassau,1978,54,1612
1860,Florida,New River,3075,1,744
1860,Florida,Orange,823,1,163
1860,Florida,Putnam,1634,31,1047
1860,Florida,St Johns,1953,82,1003
1860,Florida,Santa Rosa,4048,61,1371
1860,Florida,Sumter,1000,0,549
1860,Florida,Suwannee,1467,1,835
1860,Florida,Taylor,1259,0,125
1860,Florida,Volusia,861,0,297
1860,Florida,Wakulla,1672,0,1167
1860,Florida,Walton,2584,12,441
1860,Florida,Washington,1670,10,474
1860,Georgia,Appling,3442,3,745
1860,Georgia,Baker,1493,0,3492
1860,Georgia,Baldwin,4057,92,4929
1860,Georgia,Banks,3610,11,1086
1860,Georgia,Berrien,3041,2,432
1860,Georgia,Bibb,9458,41,6790
1860,Georgia,Brooks,3067,2,3282
1860,Georgia,Bryan,1636,0,2379
1860,Georgia,Bulloch,3506,0,2162
1860,Georgia,Burke,5013,100,12052
1860,Georgia,Butts,3373,15,3067
1860,Georgia,Calhoun,2174,8,2731
1860,Georgia,Camden,1276,1,4143
1860,Georgia,Campbell,6289,8,2004
1860,Georgia,Carroll,10116,13,1862
1860,Georgia,Cass,11433,9,4282
1860,Georgia,Catoosa,4368,4,710
1860,Georgia,Charlton,1223,0,557
1860,Georgia,Chatham,15511,725,14807
1860,Georgia,Chattahoochee,3034,5,2758
1860,Georgia,Chattooga,5107,4,2054
1860,Georgia,Cherokee,10047,45,1199
1860,Georgia,Clarke,5539,19,5660
1860,Georgia,Clay,2626,14,2253
1860,Georgia,Clayton,3240,0,1226
1860,Georgia,Clinch,2609,5,449
1860,Georgia,Cobb,10410,13,3819
1860,Georgia,Coffee,2206,10,663
1860,Georgia,Colquitt,1195,11,110
1860,Georgia,Columbia,3511,56,8293
1860,Georgia,Coweta,7433,22,7248
1860,Georgia,Crawford,3407,16,4270
1860,Georgia,Dade,2765,4,300
1860,Georgia,Dawson,3526,4,326
1860,Georgia,Decatur,5985,13,5924
1860,Georgia,DeKalb,5798,8,2000
1860,Georgia,Dooly,4845,2,4070
1860,Georgia,Dougherty,2207,9,6079
1860,Georgia,Early,2092,0,4057
1860,Georgia,Echols,1177,0,314
1860,Georgia,Effingham,2572,18,2165
1860,Georgia,Elbert,4697,25,5711
1860,Georgia,Emanuel,3748,39,1294
1860,Georgia,Fannin,4966,1,143
1860,Georgia,Fayette,5022,6,2019
1860,Georgia,Floyd,9269,13,5913
1860,Georgia,Forsyth,6851,8,890
1860,Georgia,Franklin,6038,42,1313
1860,Georgia,Fulton,11441,31,2955
1860,Georgia,Gilmer,6553,3,167
1860,Georgia,Glascock,1654,25,758
1860,Georgia,Glynn,1048,2,2839
1860,Georgia,Gordon,8001,39,2106
1860,Georgia,Greene,4229,25,8398
1860,Georgia,Gwinnett,10358,31,2551
1860,Georgia,Habersham,5136,43,787
1860,Georgia,Hall,8091,14,1261
1860,Georgia,Hancock,3871,36,8137
1860,Georgia,Haralson,2810,0,229
1860,Georgia,Harris,5979,21,7736
1860,Georgia,Hart,4603,6,1528
1860,Georgia,Heard,4979,15,2811
1860,Georgia,Henry,6175,12,4515
1860,Georgia,Houston,4828,28,10755
1860,Georgia,Irwin,1453,0,246
1860,Georgia,Jackson,7249,27,3329
1860,Georgia,Jasper,3771,18,6954
1860,Georgia,Jefferson,4133,41,6045
1860,Georgia,Johnson,2063,7,849
1860,Georgia,Jones,3084,34,5989
1860,Georgia,Laurens,3723,6,3269
1860,Georgia,Lee,2242,7,4947
1860,Georgia,Liberty,2284,23,6083
1860,Georgia,Lincoln,1675,0,3768
1860,Georgia,Lowndes,2850,0,2399
1860,Georgia,Lumpkin,4156,38,432
1860,Georgia,McIntosh,1429,54,4063
1860,Georgia,Macon,3575,9,4865
1860,Georgia,Madison,3924,17,1992
1860,Georgia,Marion,3854,7,3529
1860,Georgia,Meriwether,6578,4,8748
1860,Georgia,Miller,1151,0,640
1860,Georgia,Milton,3984,1,617
1860,Georgia,Mitchell,2716,3,1589
1860,Georgia,Monroe,5753,23,10177
1860,Georgia,Montgomery,2014,6,977
1860,Georgia,Morgan,2983,7,7006
1860,Georgia,Murray,5639,2,1442
1860,Georgia,Muscogee,8966,173,7445
1860,Georgia,Newton,7822,40,6458
1860,Georgia,Oglethorpe,4014,21,7514
1860,Georgia,Paulding,6460,6,572
1860,Georgia,Pickens,4705,0,246
1860,Georgia,Pierce,1740,0,233
1860,Georgia,Pike,5332,24,4722
1860,Georgia,Polk,3853,2,2440
1860,Georgia,Pulaski,4607,31,4106
1860,Georgia,Putnam,2956,31,7138
1860,Georgia,Quitman,1870,4,1625
1860,Georgia,Rabun,3061,4,206
1860,Georgia,Randolph,5103,1,4467
1860,Georgia,Richmond,12405,490,8389
1860,Georgia,Schley,2274,11,2348
1860,Georgia,Screven,3742,2,4530
1860,Georgia,Spalding,4826,54,3819
1860,Georgia,Stewart,5534,4,7884
1860,Georgia,Sumter,4536,2,4890
1860,Georgia,Talbot,4994,19,8603
1860,Georgia,Taliaferro,1693,41,2849
1860,Georgia,Tattnall,3191,4,1157
1860,Georgia,Taylor,3601,0,2397
1860,Georgia,Telfair,1877,0,836
1860,Georgia,Terrell,3343,1,2888
1860,Georgia,Thomas,4488,34,6244
1860,Georgia,Towns,2346,5,108
1860,Georgia,Troup,6223,37,10002
1860,Georgia,Twiggs,2930,72,5318
1860,Georgia,Union,4295,2,116
1860,Georgia,Upson,5015,7,4888
1860,Georgia,Walker,8517,30,1535
1860,Georgia,Walton,6447,6,4621
1860,Georgia,Ware,1818,5,377
1860,Georgia,Warren,4347,94,5379
1860,Georgia,Washington,6143,23,6532
1860,Georgia,Wayne,1617,30,621
1860,Georgia,Webster,2741,2,2287
1860,Georgia,White,3041,11,263
1860,Georgia,Whitfield,8314,1,1732
1860,Georgia,Wilcox,1692,2,421
1860,Georgia,Wilkes,3434,33,7953
1860,Georgia,Wilkinson,5472,17,3887
1860,Georgia,Worth,2118,13,632
1860,Illinois,Adams,41144,179,0
1860,Illinois,Alexander,4652,55,0
1860,Illinois,Bond,9767,48,0
1860,Illinois,Boone,11670,8,0
1860,Illinois,Brown,9919,19,0
1860,Illinois,Bureau,26415,11,0
1860,Illinois,Calhoun,5143,1,0
1860,Illinois,Carroll,11718,15,0
1860,Illinois,Cass,11313,12,0
1860,Illinois,Champaign,14581,48,0
1860,Illinois,Christian,10475,17,0
1860,Illinois,Clark,14948,39,0
1860,Illinois,Clay,9309,27,0
1860,Illinois,Clinton,10729,212,0
1860,Illinois,Coles,14174,29,0
1860,Illinois,Cook,143947,1007,0
1860,Illinois,Crawford,11529,22,0
1860,Illinois,Cumberland,8309,2,0
1860,Illinois,DeKalb,19079,7,0
1860,Illinois,De Witt,10814,6,0
1860,Illinois,Douglas,7109,31,0
1860,Illinois,Dupage,14696,5,0
1860,Illinois,Edgar,16888,37,0
1860,Illinois,Edwards,5379,75,0
1860,Illinois,Effingham,7805,11,0
1860,Illinois,Fayette,11146,43,0
1860,Illinois,Ford,1979,0,0
1860,Illinois,Franklin,9367,26,0
1860,Illinois,Fulton,33289,49,0
1860,Illinois,Gallatin,7629,426,0
1860,Illinois,Greene,16067,26,0
1860,Illinois,Grundy,10362,7,0
1860,Illinois,Hamilton,9849,66,0
1860,Illinois,Hancock,29040,20,0
1860,Illinois,Hardin,3704,55,0
1860,Illinois,Henderson,9499,2,0
1860,Illinois,Henry,20658,2,0
1860,Illinois,Iroquois,12285,40,0
1860,Illinois,Jackson,9560,29,0
1860,Illinois,Jasper,8350,14,0
1860,Illinois,Jefferson,12931,34,0
1860,Illinois,Jersey,11942,109,0
1860,Illinois,Jo Daviess,27147,178,0
1860,Illinois,Johnson,9306,36,0
1860,Illinois,Kane,30024,38,0
1860,Illinois,Kankakee,15393,19,0
1860,Illinois,Kendall,13073,1,0
1860,Illinois,Knox,28512,151,0
1860,Illinois,Lake,18248,9,0
1860,Illinois,La Salle,48272,60,0
1860,Illinois,Lawrence,8976,238,0
1860,Illinois,Lee,17643,8,0
1860,Illinois,Livingston,11632,5,0
1860,Illinois,Logan,14247,25,0
1860,Illinois,McDonough,20061,8,0
1860,Illinois,McHenry,22085,4,0
1860,Illinois,McLean,28580,192,0
1860,Illinois,Macon,13655,83,0
1860,Illinois,Macoupin,24504,98,0
1860,Illinois,Madison,30679,562,0
1860,Illinois,Marion,12730,9,0
1860,Illinois,Marshall,13437,0,0
1860,Illinois,Mason,10929,2,0
1860,Illinois,Massac,6101,112,0
1860,Illinois,Menard,9577,7,0
1860,Illinois,Mercer,15037,5,0
1860,Illinois,Monroe,12815,17,0
1860,Illinois,Montgomery,13881,98,0
1860,Illinois,Morgan,21937,175,0
1860,Illinois,Moultrie,6384,1,0
1860,Illinois,Ogle,22863,25,0
1860,Illinois,Peoria,36475,126,0
1860,Illinois,Perry,9508,44,0
1860,Illinois,Piatt,6124,3,0
1860,Illinois,Pike,27182,67,0
1860,Illinois,Pope,6546,196,0
1860,Illinois,Pulaski,3904,39,0
1860,Illinois,Putnam,5579,8,0
1860,Illinois,Randolph,16766,439,0
1860,Illinois,Richland,9709,2,0
1860,Illinois,Rock Island,20981,24,0
1860,Illinois,St Clair,37169,525,0
1860,Illinois,Saline,9152,170,0
1860,Illinois,Sangamon,31963,311,0
1860,Illinois,Schuyler,14670,14,0
1860,Illinois,Scott,9047,22,0
1860,Illinois,Shelby,14590,23,0
1860,Illinois,Stark,9003,1,0
1860,Illinois,Stephenson,25112,0,0
1860,Illinois,Tazewell,21427,43,0
1860,Illinois,Union,11145,36,0
1860,Illinois,Vermilion,19779,21,0
1860,Illinois,Wabash,7233,80,0
1860,Illinois,Warren,18293,43,0
1860,Illinois,Washington,13725,6,0
1860,Illinois,Wayne,12222,1,0
1860,Illinois,White,12274,129,0
1860,Illinois,Whiteside,18727,8,0
1860,Illinois,Will,29264,57,0
1860,Illinois,Williamson,12087,118,0
1860,Illinois,Winnebago,24457,34,0
1860,Illinois,Woodford,13281,1,0
1860,Indiana,Adams,9246,6,0
1860,Indiana,Allen,29243,63,0
1860,Indiana,Bartholomew,17858,7,0
1860,Indiana,Benton,2809,0,0
1860,Indiana,Blackford,4122,0,0
1860,Indiana,Boone,16663,90,0
1860,Indiana,Brown,6503,0,0
1860,Indiana,Carroll,13476,13,0
1860,Indiana,Cass,16770,65,0
1860,Indiana,Clark,19982,520,0
1860,Indiana,Clay,12139,22,0
1860,Indiana,Clinton,14485,20,0
1860,Indiana,Crawford,8226,0,0
1860,Indiana,Daviess,13249,74,0
1860,Indiana,Dearborn,24332,74,0
1860,Indiana,Decatur,17270,24,0
1860,Indiana,DeKalb,13865,15,0
1860,Indiana,Delaware,15737,16,0
1860,Indiana,Dubois,10382,12,0
1860,Indiana,Elkhart,20966,20,0
1860,Indiana,Fayette,10138,87,0
1860,Indiana,Floyd,19426,757,0
1860,Indiana,Fountain,15493,73,0
1860,Indiana,Franklin,19446,103,0
1860,Indiana,Fulton,9416,6,0
1860,Indiana,Gibson,14258,274,0
1860,Indiana,Grant,15412,384,0
1860,Indiana,Greene,15962,79,0
1860,Indiana,Hamilton,16960,350,0
1860,Indiana,Hancock,12709,93,0
1860,Indiana,Harrison,18407,114,0
1860,Indiana,Hendricks,16908,45,0
1860,Indiana,Henry,19836,283,0
1860,Indiana,Howard,12359,165,0
1860,Indiana,Huntington,14865,2,0
1860,Indiana,Jackson,16107,179,0
1860,Indiana,Jasper,4286,5,0
1860,Indiana,Jay,11378,21,0
1860,Indiana,Jefferson,24524,512,0
1860,Indiana,Jennings,14598,151,0
1860,Indiana,Johnson,14835,19,0
1860,Indiana,Knox,15607,449,0
1860,Indiana,Kosciusko,17416,2,0
1860,Indiana,Lagrange,11350,16,0
1860,Indiana,Lake,9140,5,0
1860,Indiana,LaPorte,22784,135,0
1860,Indiana,Lawrence,13574,118,0
1860,Indiana,Madison,16458,60,0
1860,Indiana,Marion,39030,825,0
1860,Indiana,Marshall,12719,3,0
1860,Indiana,Martin,8923,52,0
1860,Indiana,Miami,16631,47,0
1860,Indiana,Monroe,12822,25,0
1860,Indiana,Montgomery,20738,150,0
1860,Indiana,Morgan,16003,107,0
1860,Indiana,Newton,2360,0,0
1860,Indiana,Noble,14907,8,0
1860,Indiana,Ohio,5439,23,0
1860,Indiana,Orange,11816,260,0
1860,Indiana,Owen,14291,85,0
1860,Indiana,Parke,15342,196,0
1860,Indiana,Perry,11844,3,0
1860,Indiana,Pike,10064,14,0
1860,Indiana,Porter,10296,17,0
1860,Indiana,Posey,16031,136,0
1860,Indiana,Pulaski,5711,0,0
1860,Indiana,Putnam,20662,19,0
1860,Indiana,Randolph,18172,825,0
1860,Indiana,Ripley,18967,87,0
1860,Indiana,Rush,15774,419,0
1860,Indiana,St Joseph,18338,88,0
1860,Indiana,Scott,7301,2,0
1860,Indiana,Shelby,19548,21,0
1860,Indiana,Spencer,14554,2,0
1860,Indiana,Starke,2194,1,0
1860,Indiana,Steuben,10372,2,0
1860,Indiana,Sullivan,14944,120,0
1860,Indiana,Switzerland,12656,42,0
1860,Indiana,Tippecanoe,25582,143,0
1860,Indiana,Tipton,8135,35,0
1860,Indiana,Union,7063,40,0
1860,Indiana,Vanderburgh,20425,127,0
1860,Indiana,Vermillion,9392,30,0
1860,Indiana,Vigo,21811,706,0
1860,Indiana,Wabash,17469,33,0
1860,Indiana,Warren,10040,17,0
1860,Indiana,Warrick,13242,19,0
1860,Indiana,Washington,17722,187,0
1860,Indiana,Wayne,28688,870,0
1860,Indiana,Wells,10843,1,0
1860,Indiana,White,8237,21,0
1860,Indiana,Whitley,10637,92,0
1860,Iowa,Adair,984,0,0
1860,Iowa,Adams,1533,0,0
1860,Iowa,Allamakee,12231,6,0
1860,Iowa,Appanoose,11918,13,0
1860,Iowa,Audubon,454,0,0
1860,Iowa,Benton,8495,1,0
1860,Iowa,Black Hawk,8226,18,0
1860,Iowa,Boone,4232,0,0
1860,Iowa,Bremer,4910,5,0
1860,Iowa,Buchanan,7904,2,0
1860,Iowa,Buena Vista,57,0,0
1860,Iowa,Buncombe,,,
1860,Iowa,Butler,3723,1,0
1860,Iowa,Calhoun,147,0,0
1860,Iowa,Carroll,281,0,0
1860,Iowa,Cass,1612,0,0
1860,Iowa,Cedar,12937,12,0
1860,Iowa,Cerro Gordo,940,0,0
