YEAR,STATE,COUNTY,total_white,total_free_black,total_slave
1860,South Carolina,Anderson,14286,162,8425
1860,South Carolina,Barnwell,12702,640,17401
1860,South Carolina,Beaufort,6714,809,32530
1860,South Carolina,Charleston,29136,3622,37290
1860,South Carolina,Chester,7096,156,10868
1860,South Carolina,Chesterfield,7354,132,4348
1860,South Carolina,Clarendon,4378,151,8566
1860,South Carolina,Colleton,9255,354,32307
1860,South Carolina,Darlington,8421,52,11877
1860,South Carolina,Edgefield,15653,173,24060
1860,South Carolina,Fairfield,6373,204,15534
1860,South Carolina,Georgetown,3013,183,18109
1860,South Carolina,Greenville,14631,212,7049
1860,South Carolina,Horry,5564,39,2359
1860,South Carolina,Kershaw,5026,197,7841
1860,South Carolina,Lancaster,6054,93,5650
1860,South Carolina,Laurens,10529,129,13200
1860,South Carolina,Lexington,9333,44,6202
1860,South Carolina,Marion,11007,232,9951
1860,South Carolina,Marlboro,5373,168,6893
1860,South Carolina,Newberry,7000,184,13695
1860,South Carolina,Orangeburg,8108,205,16583
1860,South Carolina,Pickens,15335,109,4195
1860,South Carolina,Richland,6863,439,11005
1860,South Carolina,Spartanburg,18537,142,8240
1860,South Carolina,Sumter,6857,320,16682
1860,South Carolina,Union,8670,164,10801
1860,South Carolina,Williamsburg,5187,43,10259
1860,South Carolina,York,11329,189,9984
1860,Tennessee,Anderson,6477,8,583
1860,Tennessee,Bedford,14788,52,6744
1860,Tennessee,Benton,7918,11,534
1860,Tennessee,Bledsoe,3643,127,689
1860,Tennessee,Blount,11711,196,1363
1860,Tennessee,Bradley,10470,58,1173
1860,Tennessee,Campbell,6281,65,366
1860,Tennessee,Cannon,8530,5,974
1860,Tennessee,Carroll,13339,34,4064
1860,Tennessee,Carter,6727,22,374
1860,Tennessee,Cheatham,5376,0,1882
1860,Tennessee,Claiborne,8724,176,743
1860,Tennessee,Cocke,9482,77,849
1860,Tennessee,Coffee,8150,10,1529
1860,Tennessee,Cumberland,3321,18,121
1860,Tennessee,Davidson,31056,1209,14790
1860,Tennessee,Decatur,5477,15,784
1860,Tennessee,DeKalb,9533,15,1025
1860,Tennessee,Dickson,7774,7,2201
1860,Tennessee,Dyer,7889,6,2641
1860,Tennessee,Fayette,8826,28,15473
1860,Tennessee,Fentress,4865,2,187
1860,Tennessee,Franklin,10249,48,3551
1860,Tennessee,Gibson,15545,91,6141
1860,Tennessee,Giles,15295,23,10848
1860,Tennessee,Grainger,9727,170,1065
1860,Tennessee,Greene,17485,222,1297
1860,Tennessee,Grundy,2813,14,266
1860,Tennessee,Hamilton,11641,192,1419
1860,Tennessee,Hancock,6706,68,246
1860,Tennessee,Hardeman,10505,28,7236
1860,Tennessee,Hardin,9554,37,1623
1860,Tennessee,Hawkins,14032,194,1925
1860,Tennessee,Haywood,8165,41,11026
1860,Tennessee,Henderson,11189,19,3283
1860,Tennessee,Henry,13592,11,5530
1860,Tennessee,Hickman,7532,27,1753
1860,Tennessee,Humphreys,7619,14,1463
1860,Tennessee,Jackson,10467,46,1212
1860,Tennessee,Jefferson,13777,170,2096
1860,Tennessee,Johnson,4757,28,233
1860,Tennessee,Knox,20020,423,2370
1860,Tennessee,Lauderdale,4684,21,2854
1860,Tennessee,Lawrence,8136,24,1160
1860,Tennessee,Lewis,1992,2,247
1860,Tennessee,Lincoln,15926,55,6847
1860,Tennessee,McMinn,11547,96,1909
1860,Tennessee,McNairy,12810,22,1900
1860,Tennessee,Macon,6244,117,929
1860,Tennessee,Madison,11440,83,10012
1860,Tennessee,Marion,5487,25,678
1860,Tennessee,Marshall,10064,48,4480
1860,Tennessee,Maury,17701,143,14654
1860,Tennessee,Meigs,4021,7,638
1860,Tennessee,Monroe,10899,108,1600
1860,Tennessee,Montgomery,11235,106,9554
1860,Tennessee,Morgan,3192,41,120
1860,Tennessee,Obion,10380,38,2399
1860,Tennessee,Overton,11452,98,1087
1860,Tennessee,Perry,5486,8,548
1860,Tennessee,Polk,8228,31,434
1860,Tennessee,Putnam,7840,36,682
1860,Tennessee,Rhea,4346,30,615
1860,Tennessee,Roane,11730,105,1748
1860,Tennessee,Robertson,10375,29,4861
1860,Tennessee,Rutherford,14743,190,12984
1860,Tennessee,Scott,3446,14,59
1860,Tennessee,Sequatchie,1918,1,201
1860,Tennessee,Sevier,8520,64,538
1860,Tennessee,Shelby,30861,276,16953
1860,Tennessee,Smith,12015,114,4228
1860,Tennessee,Stewart,7404,76,2415
1860,Tennessee,Sullivan,12309,169,1074
1860,Tennessee,Sumner,14227,103,7700
1860,Tennessee,Tipton,5408,9,5288
1860,Tennessee,Union,5853,82,182
1860,Tennessee,Van Buren,2334,8,239
1860,Tennessee,Warren,8760,66,2320
1860,Tennessee,Washington,13580,297,952
1860,Tennessee,Wayne,7841,5,1269
1860,Tennessee,Weakley,13985,18,4213
1860,Tennessee,White,8074,162,1145
1860,Tennessee,Williamson,11415,45,12367
1860,Tennessee,Wilson,17787,321,7964
1860,Texas,Anderson,6730,0,3668
1860,Texas,Angelina,3575,10,686
1860,Texas,Atascosa,1471,0,107
1860,Texas,Austin,6225,0,3914
1860,Texas,Bandera,387,0,12
1860,Texas,Bastrop,4415,0,2591
1860,Texas,Baylor,,,
1860,Texas,Bee,802,0,79
1860,Texas,Bell,3794,0,1005
1860,Texas,Bexar,13057,2,1395
1860,Texas,Blanco,1183,0,98
1860,Texas,Bosque,1712,0,293
1860,Texas,Bowie,2401,0,2651
1860,Texas,Brazoria,2027,6,5110
1860,Texas,Brazos,1713,0,1063
1860,Texas,Brown,244,0,0
1860,Texas,Buchanan,198,0,32
1860,Texas,Burleson,3679,0,2003
1860,Texas,Burnet,2252,0,235
1860,Texas,Caldwell,2870,1,1610
1860,Texas,Calhoun,2228,0,414
1860,Texas,Callahan,,,
1860,Texas,Cameron,5953,66,7
1860,Texas,Cass (old),4936,0,3475
1860,Texas,Chambers,995,0,513
1860,Texas,Cherokee,8849,3,3246
1860,Texas,Clay,107,2,0
1860,Texas,Coleman,,,
1860,Texas,Collin,8217,0,1047
1860,Texas,Colorado,4326,0,3559
1860,Texas,Comal,3837,0,193
1860,Texas,Comanche,648,0,61
1860,Texas,Concho,,,
1860,Texas,Cooke,3391,0,369
1860,Texas,Coryell,2360,0,306
1860,Texas,Dallas,7591,0,1074
1860,Texas,Dawson,281,0,0
1860,Texas,Denton,4780,0,251
1860,Texas,DeWitt,3465,0,1643
1860,Texas,Dimmit,,,
1860,Texas,Duval,,,
1860,Texas,Eastland,99,0,0
1860,Texas,Edwards,,,
1860,Texas,Ellis,4136,0,1104
1860,Texas,El Paso,3826,14,15
1860,Texas,Encinal,43,0,0
1860,Texas,Erath,2307,0,118
1860,Texas,Falls,1895,2,1716
1860,Texas,Fannin,7496,0,1721
1860,Texas,Fayette,7808,10,3786
1860,Texas,Fort Bend,2007,9,4127
1860,Texas,Freestone,3268,0,3613
1860,Texas,Frio,40,0,2
1860,Texas,Galveston,6707,2,1520
1860,Texas,Gillespie,2703,0,33
1860,Texas,Goliad,2541,0,843
1860,Texas,Gonzales,4891,0,3168
1860,Texas,Grayson,6892,0,1292
1860,Texas,Grimes,4832,1,5468
1860,Texas,Guadalupe,3689,7,1748
1860,Texas,Hamilton,463,0,26
1860,Texas,Hardeman,,,
1860,Texas,Hardin,1162,0,191
1860,Texas,Harris,7008,9,2053
1860,Texas,Harrison,6217,0,8784
1860,Texas,Haskell,,,
1860,Texas,Hays,1329,0,797
1860,Texas,Henderson,3478,1,1116
1860,Texas,Hidalgo,1155,34,1
1860,Texas,Hill,3003,0,650
1860,Texas,Hopkins,6749,0,990
1860,Texas,Houston,5239,0,2819
1860,Texas,Hunt,6053,0,577
1860,Texas,Jack,950,0,50
1860,Texas,Jackson,1396,22,1194
1860,Texas,Jasper,2426,0,1611
1860,Texas,Jefferson,1684,2,309
1860,Texas,Johnson,3792,0,513
1860,Texas,Jones,,,
1860,Texas,Karnes,1844,0,327
1860,Texas,Kaufman,3403,0,533
1860,Texas,Kerr,585,0,49
1860,Texas,Kimble,,,
1860,Texas,Kinney,46,15,0
1860,Texas,Knox,,,
1860,Texas,Lamar,7294,9,2833
1860,Texas,Lampasas,874,1,153
1860,Texas,La Salle,,,
1860,Texas,Lavaca,4238,0,1707
1860,Texas,Leon,4161,0,2620
1860,Texas,Liberty,2102,8,1079
1860,Texas,Limestone,3464,1,1072
1860,Texas,Live Oak,508,0,85
1860,Texas,Llano,1047,0,54
1860,Texas,McCulloch,,,
1860,Texas,McLennan,3799,9,2395
1860,Texas,McMullen,,,
1860,Texas,Madison,1563,0,675
1860,Texas,Marion,1960,0,2017
1860,Texas,Mason,606,6,18
1860,Texas,Matagorda,1347,0,2107
1860,Texas,Maverick,704,21,1
1860,Texas,Medina,1732,0,106
1860,Texas,Menora,,,
1860,Texas,Milam,3632,1,1542
1860,Texas,Montague,814,0,35
1860,Texas,Montgomery,2668,0,2811
1860,Texas,Nacogdoches,5930,3,2359
1860,Texas,Navarro,4105,1,1890
1860,Texas,Newton,2106,0,1013
1860,Texas,Nueces,2689,1,216
1860,Texas,Orange,1495,29,392
1860,Texas,Palo Pinto,1394,0,130
1860,Texas,Panola,5417,0,3058
1860,Texas,Parker,3991,0,222
1860,Texas,Polk,4098,4,4198
1860,Texas,Presidio,574,2,4
1860,Texas,Red River,5491,5,3039
1860,Texas,Refugio,1212,6,234
1860,Texas,Robertson,2739,0,2258
1860,Texas,Runnels,,,
1860,Texas,Rusk,9670,1,6132
1860,Texas,Sabine,1600,0,1150
1860,Texas,San Augustine,2377,0,1717
1860,Texas,San Patricio,525,0,95
1860,Texas,San Saba,824,0,89
1860,Texas,Shackelford,35,0,9
1860,Texas,Shelby,3885,1,1476
1860,Texas,Smith,8408,2,4982
1860,Texas,Starr,2396,4,6
1860,Texas,Tarrant,5170,0,850
1860,Texas,Taylor,,,
1860,Texas,Throckmorton,124,0,0
1860,Texas,Titus,7209,1,2438
1860,Texas,Travis,4931,13,3136
1860,Texas,Trinity,3432,1,959
1860,Texas,Tyler,3377,0,1148
1860,Texas,Upshur,6851,0,3794
1860,Texas,Uvalde,479,0,27
1860,Texas,Van Zandt,3453,2,322
1860,Texas,Victoria,2757,1,1413
1860,Texas,Walker,4056,0,4135
1860,Texas,Washington,7268,3,7941
1860,Texas,Webb,1397,0,0
1860,Texas,Wharton,646,0,2734
1860,Texas,Williamson,3638,0,891
1860,Texas,Wise,3031,1,128
1860,Texas,Wood,3963,0,1005
1860,Texas,Young,500,0,92
1860,Texas,Zapata,1248,0,0
1860,Texas,Zavala,26,0,0
1860,Utah Territory,Beaver,785,0,0
1860,Utah Territory,Box Elder,1608,0,0
1860,Utah Territory,Cache,2601,0,0
1860,Utah Territory,Carson,6667,45,0
1860,Utah Territory,Cedar,741,0,0
1860,Utah Territory,Davis,2886,0,10
1860,Utah Territory,Deseret,,,
1860,Utah Territory,Greasewood,,,
1860,Utah Territory,Green River,133,0,0
1860,Utah Territory,Humboldt,40,0,0
1860,Utah Territory,Iron,1010,0,0
1860,Utah Territory,Juab,672,0,0
1860,Utah Territory,Millard,715,0,0
1860,Utah Territory,Salt Lake,11200,26,19
1860,Utah Territory,Sanpete,3806,0,0
1860,Utah Territory,Shambip,162,0,0
1860,Utah Territory,Summit,198,0,0
1860,Utah Territory,St Marys,105,0,0
1860,Utah Territory,Tooele,1000,0,0
1860,Utah Territory,Unincorporated Territory,,,
1860,Utah Territory,Utah,8243,4,0
1860,Utah Territory,Walade,,,
1860,Utah Territory,Washington,691,0,0
1860,Utah Territory,Weber,3674,0,0
1860,Vermont,Addison,23921,89,0
1860,Vermont,Bennington,19345,91,0
1860,Vermont,Caledonia,21684,24,0
1860,Vermont,Chittenden,28052,99,0
1860,Vermont,Essex,5786,0,0
1860,Vermont,Franklin,27193,38,0
1860,Vermont,Grand Isle,4271,5,0
1860,Vermont,Lamoille,12310,1,0
1860,Vermont,Orange,25431,24,0
1860,Vermont,Orleans,18961,20,0
1860,Vermont,Rutland,35806,140,0
1860,Vermont,Washington,27595,17,0
1860,Vermont,Windham,26949,33,0
1860,Vermont,Windsor,37065,128,0
1860,Virginia,Accomack,10661,3418,4507
1860,Virginia,Albemarle,12103,606,13916
1860,Virginia,Alexandria,9851,1415,1386
1860,Virginia,Alleghany,5643,132,990
1860,Virginia,Amelia,2897,189,7655
1860,Virginia,Amherst,7167,297,6278
1860,Virginia,Appomattox,4118,171,4600
1860,Virginia,Augusta,21547,586,5616
1860,Virginia,Barbour,8728,135,95
1860,Virginia,Bath,2652,78,946
1860,Virginia,Bedford,14388,504,10176
1860,Virginia,Berkeley,10589,286,1650
1860,Virginia,Boone,4681,1,158
1860,Virginia,Botetourt,8441,306,2769
1860,Virginia,Braxton,4885,3,104
1860,Virginia,Brooke,5425,51,18
1860,Virginia,Brunswick,4992,671,9146
1860,Virginia,Buchanan,2762,1,30
1860,Virginia,Buckingham,6041,360,8811
1860,Virginia,Cabell,7691,24,305
1860,Virginia,Calhoun,2492,1,9
1860,Virginia,Campbell,13588,1029,11580
1860,Virginia,Caroline,6948,844,10672
1860,Virginia,Carroll,7719,31,262
1860,Virginia,Charles City,1806,856,2947
1860,Virginia,Charlotte,4981,252,9238
1860,Virginia,Chesterfield,10019,643,8354
1860,Virginia,Clarke,3707,64,3375
1860,Virginia,Clay,1761,5,21
1860,Virginia,Craig,3103,30,420
1860,Virginia,Culpeper,4959,429,6675
1860,Virginia,Cumberland,2946,310,6705
1860,Virginia,Dinwiddie,13678,3746,12774
1860,Virginia,Doddridge,5168,1,34
1860,Virginia,Elizabeth City,3180,201,2417
1860,Virginia,Essex,3296,477,6696
1860,Virginia,Fairfax,8046,672,3116
1860,Virginia,Fauquier,10430,821,10455
1860,Virginia,Fayette,5716,10,271
1860,Virginia,Floyd,7745,16,475
1860,Virginia,Fluvanna,5093,266,4994
1860,Virginia,Franklin,13642,105,6351
1860,Virginia,Frederick,13079,1208,2259
1860,Virginia,Giles,6038,67,778
1860,Virginia,Gilmer,3685,22,52
1860,Virginia,Gloucester,4517,703,5736
1860,Virginia,Goochland,3814,703,6139
1860,Virginia,Grayson,7653,52,547
1860,Virginia,Greenbrier,10500,186,1525
1860,Virginia,Greene,3015,23,1984
1860,Virginia,Greensville,1974,233,4167
1860,Virginia,Halifax,11060,563,14897
1860,Virginia,Hampshire,12478,222,1213
1860,Virginia,Hancock,4442,1,2
1860,Virginia,Hanover,7482,257,9483
1860,Virginia,Hardy,8521,270,1073
1860,Virginia,Harrison,13176,32,582
1860,Virginia,Henrico,37966,3590,20041
1860,Virginia,Henry,6773,314,5018
1860,Virginia,Highland,3890,27,402
1860,Virginia,Isle Of Wight,5037,1370,3570
1860,Virginia,Jackson,8240,11,55
1860,Virginia,James City,2167,1045,2586
1860,Virginia,Jefferson,10064,511,3960
1860,Virginia,Kanawha,13785,181,2184
1860,Virginia,King And Queen,3801,388,6139
1860,Virginia,King George,2510,388,3673
1860,Virginia,King William,2589,416,5525
1860,Virginia,Lancaster,1981,301,2869
1860,Virginia,Lee,10185,13,824
1860,Virginia,Lewis,7736,33,230
1860,Virginia,Logan,4789,1,148
1860,Virginia,Loudoun,15021,1252,5501
1860,Virginia,Louisa,6183,324,10194
1860,Virginia,Lunenburg,4421,257,7305
1860,Virginia,Madison,4360,97,4397
1860,Virginia,Marion,12656,3,63
1860,Virginia,Marshall,12911,57,29
1860,Virginia,Mason,8750,47,376
1860,Virginia,Mathews,3865,218,3008
1860,Virginia,McDowell,1535,0,0
1860,Virginia,Mecklenburg,6778,898,12420
1860,Virginia,Mercer,6428,29,362
1860,Virginia,Middlesex,1863,126,2375
1860,Virginia,Monongalia,12901,46,101
1860,Virginia,Monroe,9536,107,1114
1860,Virginia,Montgomery,8251,147,2219
1860,Virginia,Morgan,3614,24,94
1860,Virginia,Nansemond,5732,2480,5481
1860,Virginia,Nelson,6649,128,6238
1860,Virginia,New Kent,2145,364,3374
1860,Virginia,Nicholas,4471,2,154
1860,Virginia,Norfolk,24357,2803,9004
1860,Virginia,Northampton,2998,962,3872
1860,Virginia,Northumberland,3870,222,3439
1860,Virginia,Nottoway,2270,98,6468
1860,Virginia,Ohio,22196,126,100
1860,Virginia,Orange,4553,187,6111
1860,Virginia,Page,6875,384,850
1860,Virginia,Patrick,7158,131,2070
1860,Virginia,Pendleton,5870,50,244
1860,Virginia,Pittsylvania,17105,659,14340
1860,Virginia,Pleasants,2925,5,15
1860,Virginia,Pocahontas,3686,20,252
1860,Virginia,Powhatan,2580,409,5403
1860,Virginia,Preston,13182,45,67
1860,Virginia,Prince Edward,4037,466,7341
1860,Virginia,Prince George,2899,515,4997
1860,Virginia,Princess Anne,4333,195,3186
1860,Virginia,Prince William,5690,519,2356
1860,Virginia,Pulaski,3814,13,1589
1860,Virginia,Putnam,5708,13,580
1860,Virginia,Raleigh,3291,19,57
1860,Virginia,Randolph,4793,14,183
1860,Virginia,Rappahannock,5018,312,3520
1860,Virginia,Richmond,3570,820,2466
1860,Virginia,Ritchie,6809,0,38
1860,Virginia,Roane,5307,2,72
1860,Virginia,Roanoke,5250,155,2643
1860,Virginia,Rockbridge,12841,422,3985
1860,Virginia,Rockingham,20489,532,2387
1860,Virginia,Russell,9130,51,1099
1860,Virginia,Scott,11530,52,490
1860,Virginia,Shenandoah,12827,316,753
1860,Virginia,Smyth,7732,183,1037
1860,Virginia,Southampton,5713,1794,5408
1860,Virginia,Spotsylvania,7716,574,7786
1860,Virginia,Stafford,4922,319,3314
1860,Virginia,Surry,2334,1284,2515
1860,Virginia,Sussex,3118,673,6384
1860,Virginia,Taylor,7300,51,112
1860,Virginia,Tazewell,8625,93,1202
1860,Virginia,Tucker,1392,16,20
1860,Virginia,Tyler,6488,11,18
1860,Virginia,Upshur,7064,16,212
1860,Virginia,Warren,4583,284,1575
1860,Virginia,Warwick,662,59,1019
1860,Virginia,Washington,14095,249,2547
1860,Virginia,Wayne,6604,0,143
1860,Virginia,Webster,1552,0,3
1860,Virginia,Westmoreland,3387,1191,3704
1860,Virginia,Wetzel,6691,2,10
1860,Virginia,Wirt,3728,0,23
1860,Virginia,Wise,4416,26,66
1860,Virginia,Wood,10791,79,176
1860,Virginia,Wyoming,2795,2,64
1860,Virginia,Wythe,9986,157,2162
1860,Virginia,York,2342,682,1925
1860,Washington Territory,Chihallis,283,0,0
1860,Washington Territory,Clallam,149,0,0
1860,Washington Territory,Clark,2367,1,0
1860,Washington Territory,Cowlitz,405,0,0
1860,Washington Territory,Island,292,0,0
1860,Washington Territory,Jefferson,523,8,0
1860,Washington Territory,King,301,1,0
1860,Washington Territory,Kitsap,540,4,0
1860,Washington Territory,Klikatat,230,0,0
1860,Washington Territory,Lewis,336,1,0
1860,Washington Territory,Pacific,406,0,0
1860,Washington Territory,Pierce,1114,0,0
1860,Washington Territory,Skamania,171,0,0
1860,Washington Territory,Sawamish,162,0,0
1860,Washington Territory,Spokane,674,2,0
1860,Washington Territory,Thurston,1495,12,0
1860,Washington Territory,Wahkiakum,41,0,0
1860,Washington Territory,Walla Walla,1297,1,0
1860,Washington Territory,Whatcom,352,0,0
1860,Wisconsin,Adams,6472,20,0
1860,Wisconsin,Ashland,515,0,0
1860,Wisconsin,Bad Ax,10968,39,0
1860,Wisconsin,Brown,11774,20,0
1860,Wisconsin,Buffalo,3864,0,0
1860,Wisconsin,Burnett,12,0,0
1860,Wisconsin,Calumet,7179,0,0
1860,Wisconsin,Chippewa,1766,0,0
1860,Wisconsin,Clark,789,0,0
1860,Wisconsin,Columbia,24421,20,0
1860,Wisconsin,Crawford,8040,28,0
1860,Wisconsin,Dallas,13,0,0
1860,Wisconsin,Dane,43850,72,0
1860,Wisconsin,Dodge,42775,19,0
1860,Wisconsin,Door,2947,1,0
1860,Wisconsin,Douglas,808,4,0
1860,Wisconsin,Dunn,2686,18,0
1860,Wisconsin,Eau Claire,3153,9,0
1860,Wisconsin,Fond du Lac,34095,59,0
1860,Wisconsin,Grant,31154,35,0
1860,Wisconsin,Green,19808,0,0
1860,Wisconsin,Green Lake,12632,31,0
1860,Wisconsin,Iowa,18944,23,0
1860,Wisconsin,Jackson,4166,4,0
1860,Wisconsin,Jefferson,30433,5,0
1860,Wisconsin,Juneau,8769,1,0
1860,Wisconsin,Kenosha,13872,28,0
1860,Wisconsin,Kewaunee,5530,0,0
1860,Wisconsin,La Crosse,12149,37,0
1860,Wisconsin,Lafayette,18108,26,0
1860,Wisconsin,La Point,352,1,0
1860,Wisconsin,Manitowoc,22412,4,0
1860,Wisconsin,Marathon,2853,0,0
1860,Wisconsin,Marquette,8233,0,0
1860,Wisconsin,Milwaukee,62411,107,0
1860,Wisconsin,Monroe,8407,3,0
1860,Wisconsin,Oconto,3537,27,0
1860,Wisconsin,Outagamie,9547,10,0
1860,Wisconsin,Ozaukee,15682,0,0
1860,Wisconsin,Pepin,2392,0,0
1860,Wisconsin,Pierce,4639,33,0
1860,Wisconsin,Polk,1389,0,0
1860,Wisconsin,Portage,7496,7,0
1860,Wisconsin,Racine,21225,135,0
1860,Wisconsin,Richland,9723,9,0
1860,Wisconsin,Rock,36596,93,0
1860,Wisconsin,St Croix,5388,2,0
1860,Wisconsin,Sauk,18916,36,0
1860,Wisconsin,Shawano,779,47,0
1860,Wisconsin,Sheboygan,26870,5,0
1860,Wisconsin,Trempealeau,2559,1,0
1860,Wisconsin,Walworth,26436,60,0
1860,Wisconsin,Washington,23622,0,0
1860,Wisconsin,Waukesha,26797,34,0
1860,Wisconsin,Waupaca,8850,1,0
1860,Wisconsin,Waushara,8766,4,0
1860,Wisconsin,Winnebago,23700,52,0
1860,Wisconsin,Wood,2424,1,0
