YEAR,STATE,COUNTY,total_white,total_free_black
1870,Alabama,Autauga,4329,7292
1870,Alabama,Baker,5057,1137
1870,Alabama,Baldwin,3159,2845
1870,Alabama,Barbour,12143,17165
1870,Alabama,Bibb,5061,2408
1870,Alabama,Blount,9263,682
1870,Alabama,Bullock,7223,17251
1870,Alabama,Butler,8590,6391
1870,Alabama,Calhoun,10088,3892
1870,Alabama,Chambers,8974,8588
1870,Alabama,Cherokee,9652,1480
1870,Alabama,Choctaw,5802,6872
1870,Alabama,Clarke,7098,7565
1870,Alabama,Clay,8823,737
1870,Alabama,Cleburne,7441,576
1870,Alabama,Coffee,5151,1020
1870,Alabama,Colbert,7898,4639
1870,Alabama,Conecuh,4667,4901
1870,Alabama,Coosa,8544,3394
1870,Alabama,Covington,4269,599
1870,Alabama,Crenshaw,8950,2206
1870,Alabama,Dale,9528,1797
1870,Alabama,Dallas,8552,32152
1870,Alabama,DeKalb,6656,470
1870,Alabama,Elmore,7747,6730
1870,Alabama,Escambia,3047,951
1870,Alabama,Etowah,8401,1708
1870,Alabama,Fayette,6059,1077
1870,Alabama,Franklin,6693,1313
1870,Alabama,Geneva,2732,227
1870,Alabama,Greene,3858,14541
1870,Alabama,Hale,4802,16990
1870,Alabama,Henry,9534,4657
1870,Alabama,Jackson,16350,3060
1870,Alabama,Jefferson,9839,2506
1870,Alabama,Lauderdale,9921,5170
1870,Alabama,Lawrence,10096,6562
1870,Alabama,Lee,10151,11597
1870,Alabama,Limestone,7764,7253
1870,Alabama,Lowndes,5086,20633
1870,Alabama,Macon,5103,12620
1870,Alabama,Madison,15527,15740
1870,Alabama,Marengo,6090,20058
1870,Alabama,Marion,5835,224
1870,Alabama,Marshall,8504,1367
1870,Alabama,Mobile,28195,21107
1870,Alabama,Monroe,6625,7572
1870,Alabama,Montgomery,12419,31285
1870,Alabama,Morgan,8829,3358
1870,Alabama,Perry,7142,17833
1870,Alabama,Pickens,8052,9638
1870,Alabama,Pike,12798,4625
1870,Alabama,Randolph,10365,1641
1870,Alabama,Russell,5946,15690
1870,Alabama,St Clair,7295,2065
1870,Alabama,Sanford,7330,1563
1870,Alabama,Shelby,8840,3378
1870,Alabama,Sumter,5202,18907
1870,Alabama,Talladega,8469,9595
1870,Alabama,Tallapoosa,12772,4190
1870,Alabama,Tuscaloosa,11787,8294
1870,Alabama,Walker,6235,308
1870,Alabama,Washington,2125,1787
1870,Alabama,Wilcox,6767,21610
1870,Alabama,Winston,4134,21
1870,Arizona Territory,Mohave,175,4
1870,Arizona Territory,Pah-Ute,,
1870,Arizona Territory,Pima,5698,12
1870,Arizona Territory,Yavapai,2116,8
1870,Arizona Territory,Yuma,1592,2
1870,Arkansas,Arkansas,3982,4212
1870,Arkansas,Ashley,4278,3764
1870,Arkansas,Benton,13640,182
1870,Arkansas,Boone,6958,74
1870,Arkansas,Bradley,6117,2529
1870,Arkansas,Calhoun,2753,1100
1870,Arkansas,Carroll,5743,37
1870,Arkansas,Chicot,1816,5393
1870,Arkansas,Clark,8461,3492
1870,Arkansas,Columbia,7679,3718
1870,Arkansas,Conway,7482,630
1870,Arkansas,Craighead,4324,253
1870,Arkansas,Crawford,7961,988
1870,Arkansas,Crittenden,1253,2575
1870,Arkansas,Cross,2626,1289
1870,Arkansas,Dallas,3956,1751
1870,Arkansas,Desha,2185,3934
1870,Arkansas,Drew,6106,3854
1870,Arkansas,Franklin,8976,651
1870,Arkansas,Fulton,4758,85
1870,Arkansas,Grant,3604,339
1870,Arkansas,Greene,7417,156
1870,Arkansas,Hempstead,7439,6329
1870,Arkansas,Hot Spring,5226,650
1870,Arkansas,Independence,13658,908
1870,Arkansas,Izard,6624,182
1870,Arkansas,Jackson,5656,1612
1870,Arkansas,Jefferson,5556,10167
1870,Arkansas,Johnson,8539,613
1870,Arkansas,Lafayette,3981,5158
1870,Arkansas,Lawrence,5735,246
1870,Arkansas,Little River,1358,1878
1870,Arkansas,Madison,8081,150
1870,Arkansas,Marion,3960,19
1870,Arkansas,Mississippi,2662,971
1870,Arkansas,Monroe,5135,3200
1870,Arkansas,Montgomery,2864,120
1870,Arkansas,Newton,4365,9
1870,Arkansas,Ouachita,7511,5458
1870,Arkansas,Perry,2395,290
1870,Arkansas,Phillips,4871,10501
1870,Arkansas,Pike,3367,421
1870,Arkansas,Poinsett,1494,225
1870,Arkansas,Polk,3323,45
1870,Arkansas,Pope,7811,575
1870,Arkansas,Prairie,3793,1811
1870,Arkansas,Pulaski,18348,13708
1870,Arkansas,Randolph,7109,357
1870,Arkansas,St Francis,4268,2446
1870,Arkansas,Saline,3726,185
1870,Arkansas,Scott,7362,121
1870,Arkansas,Searcy,5584,30
1870,Arkansas,Sebastian,11545,1354
1870,Arkansas,Sevier,3523,968
1870,Arkansas,Sharp,5286,114
1870,Arkansas,Union,5675,4896
1870,Arkansas,Van Buren,4988,119
1870,Arkansas,Washington,16590,674
1870,Arkansas,White,9146,1200
1870,Arkansas,Woodruff,4205,2686
1870,Arkansas,Yell,7281,767
1870,California,Alameda,22106,81
1870,California,Alpine,676,1
1870,California,Amador,7883,72
1870,California,Butte,9197,84
1870,California,Calaveras,7405,31
1870,California,Colusa,5389,81
1870,California,Contra Costa,8271,21
1870,California,Del Norte,1009,12
1870,California,El Dorado,8589,132
1870,California,Fresno,3259,15
1870,California,Humboldt,6025,0
1870,California,Inyo,1608,8
1870,California,Kern,2193,4
1870,California,Klamath,1081,2
1870,California,Lake,2825,2
1870,California,Lassen,1309,0
1870,California,Los Angeles,14720,134
1870,California,Marin,6394,22
1870,California,Mariposa,3364,90
1870,California,Mendocino,6865,9
1870,California,Merced,2548,36
1870,California,Mono,386,0
1870,California,Monterey,9429,16
1870,California,Napa,6725,109
1870,California,Nevada,16334,165
1870,California,Placer,8850,95
1870,California,Plumas,3571,2
1870,California,Sacramento,22725,475
1870,California,San Bernardino,3964,8
1870,California,San Diego,4838,15
1870,California,San Francisco,136059,1330
1870,California,San Joaquin,19193,223
1870,California,San Luis Obispo,4567,9
1870,California,San Mateo,6098,10
1870,California,Santa Barbara,7484,38
1870,California,Santa Clara,24536,173
1870,California,Santa Cruz,8532,53
1870,California,Shasta,3529,44
1870,California,Sierra,4781,28
1870,California,Siskiyou,5329,29
1870,California,Solano,15870,78
1870,California,Sonoma,19184,77
1870,California,Stanislaus,6189,4
1870,California,Sutter,4791,31
1870,California,Tehama,3166,73
1870,California,Trinity,1951,23
1870,California,Tulare,4391,39
1870,California,Tuolumne,6556,67
1870,California,Yolo,9318,69
1870,California,Yuba,8362,152
1870,Colorado Territory,Arapahoe,6566,257
1870,Colorado Territory,Bent,570,11
1870,Colorado Territory,Boulder,1938,1
1870,Colorado Territory,Clear Creek,1572,22
1870,Colorado Territory,Conejos,2470,0
1870,Colorado Territory,Costilla,1761,1
1870,Colorado Territory,Douglas,1385,2
1870,Colorado Territory,El Paso,986,1
1870,Colorado Territory,Fremont,1063,1
1870,Colorado Territory,Gilpin,5429,60
1870,Colorado Territory,Greenwood,479,31
1870,Colorado Territory,Huerfano,2217,2
1870,Colorado Territory,Jefferson,2370,20
1870,Colorado Territory,Lake,521,1
1870,Colorado Territory,Larimer,828,0
1870,Colorado Territory,Las Animas,4191,13
1870,Colorado Territory,Park,446,1
1870,Colorado Territory,Pueblo,2237,27
1870,Colorado Territory,Saguache,304,0
1870,Colorado Territory,Summit,253,5
1870,Colorado Territory,Weld,1635,0
1870,Connecticut,Fairfield,93582,1680
1870,Connecticut,Hartford,107252,1752
1870,Connecticut,Litchfield,47648,1052
1870,Connecticut,Middlesex,35722,372
1870,Connecticut,New Haven,118517,2734
1870,Connecticut,New London,65010,1419
1870,Connecticut,Tolland,21801,199
1870,Connecticut,Windham,38017,460
1870,Dakota Territory,Bon Homme,592,4
1870,Dakota Territory,Brookings,18,0
1870,Dakota Territory,Buffalo,214,9
1870,Dakota Territory,Charles Mix,35,0
1870,Dakota Territory,Clay,2618,2
1870,Dakota Territory,Deuel,17,0
1870,Dakota Territory,Hutchinson,37,0
1870,Dakota Territory,Jayne,3,2
1870,Dakota Territory,Lincoln,712,0
1870,Dakota Territory,Minnehaha,301,0
1870,Dakota Territory,Pembina,404,1
1870,Dakota Territory,Todd,321,16
1870,Dakota Territory,Union,3496,0
1870,Dakota Territory,Unorganized Territory,2042,41
1870,Dakota Territory,Yankton,2077,19
1870,Delaware,Kent,22640,7164
1870,Delaware,New Castle,53323,10192
1870,Delaware,Sussex,26258,5438
1870,District Of Columbia,District Of Columbia,88278,43404
1870,Florida,Alachua,4935,12393
1870,Florida,Baker,1035,290
1870,Florida,Bradford,2847,824
1870,Florida,Brevard,1197,19
1870,Florida,Calhoun,754,244
1870,Florida,Clay,1699,399
1870,Florida,Columbia,4107,3228
1870,Florida,Dade,72,13
1870,Florida,Duval,5141,6780
1870,Florida,Escambia,4937,2880
1870,Florida,Franklin,781,475
1870,Florida,Gadsden,3764,6038
1870,Florida,Hamilton,3386,2363
1870,Florida,Hernando,2083,854
1870,Florida,Hillsborough,2670,546
1870,Florida,Holmes,1435,137
1870,Florida,Jackson,3930,5598
1870,Florida,Jefferson,3501,9897
1870,Florida,Lafayette,1586,197
1870,Florida,Leon,2895,12341
1870,Florida,Levy,1623,395
1870,Florida,Liberty,727,323
1870,Florida,Madison,4429,6692
1870,Florida,Manatee,1843,88
1870,Florida,Marion,2926,7878
1870,Florida,Monroe,4631,1026
1870,Florida,Nassau,2277,1970
1870,Florida,Orange,1997,198
1870,Florida,Polk,2687,482
1870,Florida,Putnam,2487,1334
1870,Florida,St Johns,1937,681
1870,Florida,Santa Rosa,2750,562
1870,Florida,Sumter,1972,980
1870,Florida,Suwannee,2121,1435
1870,Florida,Taylor,1374,79
1870,Florida,Volusia,1395,328
1870,Florida,Wakulla,1562,944
1870,Florida,Walton,2636,405
1870,Florida,Washington,1928,373
1870,Georgia,Appling,4110,976
1870,Georgia,Baker,1888,4955
1870,Georgia,Baldwin,3844,6774
1870,Georgia,Banks,4052,921
1870,Georgia,Bartow,11846,4719
1870,Georgia,Berrien,4057,460
1870,Georgia,Bibb,9831,11424
1870,Georgia,Brooks,4111,4231
1870,Georgia,Bryan,1647,3605
1870,Georgia,Bulloch,3866,1744
1870,Georgia,Burke,4243,13436
1870,Georgia,Butts,3496,3445
1870,Georgia,Calhoun,2026,3477
1870,Georgia,Camden,1458,3157
1870,Georgia,Campbell,6589,2587
1870,Georgia,Carroll,10473,1309
1870,Georgia,Catoosa,3793,616
1870,Georgia,Charlton,1496,401
1870,Georgia,Chatham,16760,24518
1870,Georgia,Chattahoochee,2654,3405
1870,Georgia,Chattooga,5399,1503
1870,Georgia,Cherokee,9117,1281
1870,Georgia,Clarke,6488,6453
1870,Georgia,Clay,2644,2849
1870,Georgia,Clayton,3734,1743
1870,Georgia,Clinch,3437,507
1870,Georgia,Cobb,10593,3217
1870,Georgia,Coffee,2514,678
1870,Georgia,Colquitt,1517,137
1870,Georgia,Columbia,4080,9449
1870,Georgia,Coweta,7856,8019
1870,Georgia,Crawford,3284,4273
1870,Georgia,Dade,2788,245
1870,Georgia,Dawson,4032,337
1870,Georgia,Decatur,7465,7718
1870,Georgia,DeKalb,7352,2662
1870,Georgia,Dooly,4935,4855
1870,Georgia,Dougherty,2093,9424
1870,Georgia,Early,2826,4172
1870,Georgia,Echols,1513,465
1870,Georgia,Effingham,2507,1704
1870,Georgia,Elbert,4386,4863
1870,Georgia,Emanuel,4431,1703
1870,Georgia,Fannin,5285,144
1870,Georgia,Fayette,5683,2538
1870,Georgia,Floyd,11473,5753
1870,Georgia,Forsyth,6862,1121
1870,Georgia,Franklin,6034,1859
1870,Georgia,Fulton,18164,15282
1870,Georgia,Gilmer,6527,117
1870,Georgia,Glascock,1917,819
1870,Georgia,Glynn,1926,3450
1870,Georgia,Gordon,7726,1536
1870,Georgia,Greene,4298,8156
1870,Georgia,Gwinnett,10272,2159
1870,Georgia,Habersham,5373,949
1870,Georgia,Hall,8317,1290
1870,Georgia,Hancock,3645,7672
1870,Georgia,Haralson,3685,319
1870,Georgia,Harris,5791,7493
1870,Georgia,Hart,4841,1942
1870,Georgia,Heard,5218,2648
1870,Georgia,Henry,6269,3833
1870,Georgia,Houston,5071,15332
1870,Georgia,Irwin,1541,296
1870,Georgia,Jackson,7471,3710
1870,Georgia,Jasper,3884,6555
1870,Georgia,Jefferson,4247,7943
1870,Georgia,Johnson,2049,915
1870,Georgia,Jones,2991,6445
1870,Georgia,Laurens,4180,3654
1870,Georgia,Lee,1924,7643
1870,Georgia,Liberty,2428,5260
1870,Georgia,Lincoln,1797,3616
1870,Georgia,Lowndes,4276,4045
1870,Georgia,Lumpkin,4699,462
1870,Georgia,McIntosh,1196,3288
1870,Georgia,Macon,3975,7483
1870,Georgia,Madison,3646,1581
1870,Georgia,Marion,4169,3830
1870,Georgia,Meriwether,6387,7369
1870,Georgia,Miller,2135,956
1870,Georgia,Milton,3818,466
1870,Georgia,Mitchell,3683,2950
1870,Georgia,Monroe,6409,10804
1870,Georgia,Montgomery,2478,1108
1870,Georgia,Morgan,3637,7058
1870,Georgia,Murray,5743,757
1870,Georgia,Muscogee,7441,9220
1870,Georgia,Newton,8601,6014
1870,Georgia,Oglethorpe,4641,7141
1870,Georgia,Paulding,7083,556
1870,Georgia,Pickens,5188,129
1870,Georgia,Pierce,1964,814
1870,Georgia,Pike,5999,4906
1870,Georgia,Polk,5244,2578
1870,Georgia,Pulaski,5955,5984
1870,Georgia,Putnam,3016,7445
1870,Georgia,Quitman,1773,2377
1870,Georgia,Rabun,3137,119
1870,Georgia,Randolph,5084,5477
1870,Georgia,Richmond,13157,12565
1870,Georgia,Schley,2278,2851
1870,Georgia,Screven,4287,4888
1870,Georgia,Spalding,5327,4878
1870,Georgia,Stewart,5104,9100
1870,Georgia,Sumter,5920,10639
1870,Georgia,Talbot,4761,7152
1870,Georgia,Taliaferro,1809,2987
1870,Georgia,Tattnall,3580,1280
1870,Georgia,Taylor,4181,2962
1870,Georgia,Telfair,2100,1145
1870,Georgia,Terrell,3769,5284
1870,Georgia,Thomas,6160,8363
1870,Georgia,Towns,2623,155
1870,Georgia,Troup,6408,11224
1870,Georgia,Twiggs,2913,5632
1870,Georgia,Union,5153,114
1870,Georgia,Upson,4865,4565
1870,Georgia,Walker,8396,1529
1870,Georgia,Walton,6876,4162
1870,Georgia,Ware,1834,452
1870,Georgia,Warren,4285,6260
1870,Georgia,Washington,7530,8312
1870,Georgia,Wayne,1798,379
1870,Georgia,Webster,2439,2238
1870,Georgia,White,4042,564
1870,Georgia,Whitfield,8606,1511
1870,Georgia,Wilcox,1902,537
1870,Georgia,Wilkes,3969,7827
1870,Georgia,Wilkinson,4684,4699
1870,Georgia,Worth,2673,1105
1870,Idaho Territory,Ada,2569,20
1870,Idaho Territory,Alturas,369,5
1870,Idaho Territory,Boise,2057,15
1870,Idaho Territory,Idaho,415,2
1870,Idaho Territory,Lemhi,864,2
1870,Idaho Territory,Nez Perce,837,4
1870,Idaho Territory,Oneida,1921,1
1870,Idaho Territory,Owyhee,1334,9
1870,Idaho Territory,Shoshone,252,2
1870,Illinois,Adams,54794,1567
1870,Illinois,Alexander,8268,2296
1870,Illinois,Bond,13042,110
1870,Illinois,Boone,12907,35
1870,Illinois,Brown,12179,26
1870,Illinois,Bureau,32272,143
1870,Illinois,Calhoun,6559,3
1870,Illinois,Carroll,16675,30
1870,Illinois,Cass,11576,4
1870,Illinois,Champaign,32504,233
1870,Illinois,Christian,20318,45
1870,Illinois,Clark,18698,21
1870,Illinois,Clay,15818,56
1870,Illinois,Clinton,15962,323
1870,Illinois,Coles,25015,220
1870,Illinois,Cook,346102,3858
1870,Illinois,Crawford,13885,4
1870,Illinois,Cumberland,12220,3
1870,Illinois,DeKalb,23212,53
1870,Illinois,De Witt,14712,56
1870,Illinois,Douglas,13387,97
1870,Illinois,Dupage,16652,33
1870,Illinois,Edgar,21339,111
1870,Illinois,Edwards,7498,67
1870,Illinois,Effingham,15643,10
1870,Illinois,Fayette,19585,53
1870,Illinois,Ford,9089,14
1870,Illinois,Franklin,12646,6
1870,Illinois,Fulton,38226,65
1870,Illinois,Gallatin,10522,612
1870,Illinois,Greene,20255,22
1870,Illinois,Grundy,14843,94
1870,Illinois,Hamilton,12993,21
1870,Illinois,Hancock,35807,128
1870,Illinois,Hardin,5024,89
1870,Illinois,Henderson,12575,7
1870,Illinois,Henry,35413,93
1870,Illinois,Iroquois,25618,164
1870,Illinois,Jackson,18639,995
1870,Illinois,Jasper,11211,23
1870,Illinois,Jefferson,17826,38
1870,Illinois,Jersey,14823,231
1870,Illinois,Jo Daviess,27727,92
1870,Illinois,Johnson,11196,52
1870,Illinois,Kane,38724,367
1870,Illinois,Kankakee,24282,69
1870,Illinois,Kendall,12345,54
1870,Illinois,Knox,38713,809
1870,Illinois,Lake,20948,62
1870,Illinois,La Salle,60722,69
1870,Illinois,Lawrence,12243,290
1870,Illinois,Lee,27123,48
1870,Illinois,Livingston,31360,111
1870,Illinois,Logan,22937,116
1870,Illinois,McDonough,26467,42
1870,Illinois,McHenry,23698,64
1870,Illinois,McLean,53561,427
1870,Illinois,Macon,26246,235
1870,Illinois,Macoupin,32406,320
1870,Illinois,Madison,41917,2214
1870,Illinois,Marion,20407,215
1870,Illinois,Marshall,16943,13
1870,Illinois,Mason,16181,3
1870,Illinois,Massac,8625,956
1870,Illinois,Menard,11727,8
1870,Illinois,Mercer,18741,28
1870,Illinois,Monroe,12913,69
1870,Illinois,Montgomery,25162,152
1870,Illinois,Morgan,27869,593
1870,Illinois,Moultrie,10384,1
1870,Illinois,Ogle,27407,85
1870,Illinois,Peoria,47385,155
1870,Illinois,Perry,13332,391
1870,Illinois,Piatt,10947,6
1870,Illinois,Pike,30661,106
1870,Illinois,Pope,10955,471
1870,Illinois,Pulaski,6358,2394
1870,Illinois,Putnam,6215,65
1870,Illinois,Randolph,19722,1137
1870,Illinois,Richland,12773,30
1870,Illinois,Rock Island,29646,137
1870,Illinois,St Clair,49771,1297
1870,Illinois,Saline,12483,231
1870,Illinois,Sangamon,45186,1166
1870,Illinois,Schuyler,17394,25
1870,Illinois,Scott,10515,15
1870,Illinois,Shelby,25416,60
1870,Illinois,Stark,10730,21
1870,Illinois,Stephenson,30596,12
1870,Illinois,Tazewell,27839,64
1870,Illinois,Union,16370,148
1870,Illinois,Vermilion,30338,49
1870,Illinois,Wabash,8778,63
1870,Illinois,Warren,22951,223
1870,Illinois,Washington,17463,133
1870,Illinois,Wayne,19729,29
1870,Illinois,White,16673,173
1870,Illinois,Whiteside,27444,59
1870,Illinois,Will,42771,242
1870,Illinois,Williamson,17223,106
1870,Illinois,Winnebago,29180,121
1870,Illinois,Woodford,18946,10
1870,Indiana,Adams,11382,0
1870,Indiana,Allen,43428,42
1870,Indiana,Bartholomew,21122,11
1870,Indiana,Benton,5615,0
1870,Indiana,Blackford,6258,14
1870,Indiana,Boone,22353,240
1870,Indiana,Brown,8680,1
1870,Indiana,Carroll,16128,24
1870,Indiana,Cass,24082,111
1870,Indiana,Clark,22800,1970
1870,Indiana,Clay,19054,26
1870,Indiana,Clinton,17323,7
1870,Indiana,Crawford,9848,3
1870,Indiana,Daviess,16618,129
1870,Indiana,Dearborn,24058,58
1870,Indiana,Decatur,18966,87
1870,Indiana,DeKalb,17163,4
1870,Indiana,Delaware,18976,53
1870,Indiana,Dubois,12562,35
1870,Indiana,Elkhart,25991,35
1870,Indiana,Fayette,10384,92
1870,Indiana,Floyd,21838,1462
1870,Indiana,Fountain,16342,47
1870,Indiana,Franklin,20199,24
1870,Indiana,Fulton,12710,16
1870,Indiana,Gibson,16934,437
1870,Indiana,Grant,17750,737
1870,Indiana,Greene,19493,21
1870,Indiana,Hamilton,20367,515
1870,Indiana,Hancock,15069,54
1870,Indiana,Harrison,19564,349
1870,Indiana,Hendricks,20095,182
1870,Indiana,Henry,22545,441
1870,Indiana,Howard,15543,304
1870,Indiana,Huntington,19028,5
1870,Indiana,Jackson,18810,164
1870,Indiana,Jasper,6351,3
1870,Indiana,Jay,14979,21
1870,Indiana,Jefferson,28636,1105
1870,Indiana,Jennings,15796,422
1870,Indiana,Johnson,18251,115
1870,Indiana,Knox,21182,380
1870,Indiana,Kosciusko,23521,10
1870,Indiana,Lagrange,14123,25
1870,Indiana,Lake,12336,3
1870,Indiana,LaPorte,26834,228
1870,Indiana,Lawrence,14378,250
1870,Indiana,Madison,22682,88
1870,Indiana,Marion,67997,3938
1870,Indiana,Marshall,20211,0
1870,Indiana,Martin,11067,36
1870,Indiana,Miami,20856,51
1870,Indiana,Monroe,13909,259
1870,Indiana,Montgomery,23598,167
1870,Indiana,Morgan,17454,74
1870,Indiana,Newton,5796,33
1870,Indiana,Noble,20376,13
1870,Indiana,Ohio,5648,189
1870,Indiana,Orange,13338,159
1870,Indiana,Owen,16078,59
1870,Indiana,Parke,18014,152
1870,Indiana,Perry,14651,150
1870,Indiana,Pike,13765,14
1870,Indiana,Porter,13903,39
1870,Indiana,Posey,18621,564
1870,Indiana,Pulaski,7801,0
1870,Indiana,Putnam,21409,105
1870,Indiana,Randolph,22245,617
1870,Indiana,Ripley,20874,103
1870,Indiana,Rush,17162,463
