YEAR,STATE,COUNTY,total_population
1870,Kentucky,Gallatin,5074
1870,Kentucky,Garrard,10376
1870,Kentucky,Grant,9529
1870,Kentucky,Graves,19398
1870,Kentucky,Grayson,11580
1870,Kentucky,Green,9379
1870,Kentucky,Greenup,11463
1870,Kentucky,Hancock,6591
1870,Kentucky,Hardin,15705
1870,Kentucky,Harlan,4415
1870,Kentucky,Harrison,12993
1870,Kentucky,Hart,13687
1870,Kentucky,Henderson,18457
1870,Kentucky,Henry,11066
1870,Kentucky,Hickman,8453
1870,Kentucky,Hopkins,13827
1870,Kentucky,Jackson,4547
1870,Kentucky,Jefferson,118953
1870,Kentucky,Jessamine,8638
1870,Kentucky,Johnson,7494
1870,Kentucky,Josh Bell,3731
1870,Kentucky,Kenton,36096
1870,Kentucky,Knox,8294
1870,Kentucky,Larue,8235
1870,Kentucky,Laurel,6016
1870,Kentucky,Lawrence,8497
1870,Kentucky,Lee,3055
1870,Kentucky,Letcher,4608
1870,Kentucky,Lewis,9115
1870,Kentucky,Lincoln,10947
1870,Kentucky,Livingston,8200
1870,Kentucky,Logan,20429
1870,Kentucky,Lyon,6233
1870,Kentucky,McCracken,13988
1870,Kentucky,McLean,7614
1870,Kentucky,Madison,19543
1870,Kentucky,Magoffin,4684
1870,Kentucky,Marion,12838
1870,Kentucky,Marshall,9455
1870,Kentucky,Mason,18126
1870,Kentucky,Meade,9485
1870,Kentucky,Menifee,1986
1870,Kentucky,Mercer,13144
1870,Kentucky,Metcalfe,7934
1870,Kentucky,Monroe,9231
1870,Kentucky,Montgomery,7557
1870,Kentucky,Morgan,5975
1870,Kentucky,Muhlenberg,12638
1870,Kentucky,Nelson,14804
1870,Kentucky,Nicholas,9129
1870,Kentucky,Ohio,15561
1870,Kentucky,Oldham,9027
1870,Kentucky,Owen,14309
1870,Kentucky,Owsley,3889
1870,Kentucky,Pendleton,14030
1870,Kentucky,Perry,4274
1870,Kentucky,Pike,9562
1870,Kentucky,Powell,2599
1870,Kentucky,Pulaski,17670
1870,Kentucky,Robertson,5399
1870,Kentucky,Rockcastle,7145
1870,Kentucky,Rowan,2991
1870,Kentucky,Russell,5809
1870,Kentucky,Scott,11607
1870,Kentucky,Shelby,15733
1870,Kentucky,Simpson,9573
1870,Kentucky,Spencer,5956
1870,Kentucky,Taylor,8226
1870,Kentucky,Todd,12612
1870,Kentucky,Trigg,13686
1870,Kentucky,Trimble,5577
1870,Kentucky,Union,13640
1870,Kentucky,Warren,21742
1870,Kentucky,Washington,12464
1870,Kentucky,Wayne,10602
1870,Kentucky,Webster,10937
1870,Kentucky,Whitley,8278
1870,Kentucky,Wolfe,3603
1870,Kentucky,Woodford,8240
1870,Louisiana,Ascension,11577
1870,Louisiana,Assumption,13234
1870,Louisiana,Avoyelles,12926
1870,Louisiana,Bienville,10636
1870,Louisiana,Bossier,12675
1870,Louisiana,Caddo,21714
1870,Louisiana,Calcasieu,6733
1870,Louisiana,Caldwell,4820
1870,Louisiana,Cameron,1591
1870,Louisiana,Carroll,10110
1870,Louisiana,Catahoula,8475
1870,Louisiana,Claiborne,20240
1870,Louisiana,Concordia,9977
1870,Louisiana,De Soto,14962
1870,Louisiana,East Baton Rouge,17816
1870,Louisiana,East Feliciana,13499
1870,Louisiana,Franklin,5078
1870,Louisiana,Grant,4517
1870,Louisiana,Iberia,9042
1870,Louisiana,Iberville,12347
1870,Louisiana,Jackson,7646
1870,Louisiana,Jefferson,17767
1870,Louisiana,Lafayette,10388
1870,Louisiana,Lafourche,14719
1870,Louisiana,Livingston,4026
1870,Louisiana,Madison,8600
1870,Louisiana,Morehouse,9387
1870,Louisiana,Natchitoches,18265
1870,Louisiana,Orleans,191418
1870,Louisiana,Ouachita,11582
1870,Louisiana,Plaquemines,10552
1870,Louisiana,Pointe Coupee,12981
1870,Louisiana,Rapides,18015
1870,Louisiana,Richland,5110
1870,Louisiana,Sabine,6456
1870,Louisiana,St Bernard,3553
1870,Louisiana,St Charles,4867
1870,Louisiana,St Helena,5423
1870,Louisiana,St James,10152
1870,Louisiana,St John The Baptist,6762
1870,Louisiana,St Landry,25553
1870,Louisiana,St Martin,9370
1870,Louisiana,St Mary,13860
1870,Louisiana,St Tammany,5586
1870,Louisiana,Tangipahoa,7928
1870,Louisiana,Tensas,12419
1870,Louisiana,Terrebonne,12451
1870,Louisiana,Union,11685
1870,Louisiana,Vermilion,4528
1870,Louisiana,Washington,3330
1870,Louisiana,West Baton Rouge,5114
1870,Louisiana,West Feliciana,10499
1870,Louisiana,Winn,4954
1870,Maine,Androscoggin,35866
1870,Maine,Aroostook,29609
1870,Maine,Cumberland,82021
1870,Maine,Franklin,18807
1870,Maine,Hancock,36495
1870,Maine,Kennebec,53203
1870,Maine,Knox,30823
1870,Maine,Lincoln,25597
1870,Maine,Oxford,33488
1870,Maine,Penobscot,75150
1870,Maine,Piscataquis,14403
1870,Maine,Sagadahoc,18803
1870,Maine,Somerset,34611
1870,Maine,Waldo,34522
1870,Maine,Washington,43343
1870,Maine,York,60174
1870,Maryland,Allegany,38536
1870,Maryland,Anne Arundel,24457
1870,Maryland,Baltimore,330741
1870,Maryland,Calvert,9865
1870,Maryland,Caroline,12101
1870,Maryland,Carroll,28619
1870,Maryland,Cecil,25874
1870,Maryland,Charles,15738
1870,Maryland,Dorchester,19458
1870,Maryland,Frederick,47572
1870,Maryland,Harford,22605
1870,Maryland,Howard,14150
1870,Maryland,Kent,17102
1870,Maryland,Montgomery,20563
1870,Maryland,Prince Georges,21138
1870,Maryland,Queen Anne's,16171
1870,Maryland,St Mary's,14944
1870,Maryland,Somerset,18190
1870,Maryland,Talbot,16137
1870,Maryland,Washington,34712
1870,Maryland,Wicomico,15802
1870,Maryland,Worcester,16419
1870,Maryland,Baltimore City,
1870,Massachusetts,Barnstable,32774
1870,Massachusetts,Berkshire,64827
1870,Massachusetts,Bristol,102886
1870,Massachusetts,Dukes,3787
1870,Massachusetts,Essex,200843
1870,Massachusetts,Franklin,32635
1870,Massachusetts,Hampden,78409
1870,Massachusetts,Hampshire,44388
1870,Massachusetts,Middlesex,274353
1870,Massachusetts,Nantucket,4123
1870,Massachusetts,Norfolk,89443
1870,Massachusetts,Plymouth,65365
1870,Massachusetts,Suffolk,270802
1870,Massachusetts,Worcester,192716
1870,Michigan,Alcona,696
1870,Michigan,Allegan,32105
1870,Michigan,Alpena,2756
1870,Michigan,Antrim,1985
1870,Michigan,Barry,22199
1870,Michigan,Bay,15900
1870,Michigan,Benzie,2184
1870,Michigan,Berrien,35104
1870,Michigan,Branch,26226
1870,Michigan,Calhoun,36569
1870,Michigan,Cass,21094
1870,Michigan,Charlevoix,1724
1870,Michigan,Cheboygan,2196
1870,Michigan,Chippewa,1689
1870,Michigan,Clare,366
1870,Michigan,Clinton,22845
1870,Michigan,Delta,2542
1870,Michigan,Eaton,25171
1870,Michigan,Emmet,1211
1870,Michigan,Genesee,33900
1870,Michigan,Gladwin,
1870,Michigan,Grand Traverse,4443
1870,Michigan,Gratiot,11810
1870,Michigan,Hillsdale,31684
1870,Michigan,Houghton,13879
1870,Michigan,Huron,9049
1870,Michigan,Ingham,25268
1870,Michigan,Ionia,27681
1870,Michigan,Iosco,3163
1870,Michigan,Isabella,4113
1870,Michigan,Jackson,36047
1870,Michigan,Kalamazoo,32054
1870,Michigan,Kalkaska,424
1870,Michigan,Kent,50403
1870,Michigan,Keweenaw,4205
1870,Michigan,Lake,548
1870,Michigan,Lapeer,21345
1870,Michigan,Leelanau,4576
1870,Michigan,Lenawee,45595
1870,Michigan,Livingston,19336
1870,Michigan,Mackinac,1716
1870,Michigan,Macomb,27616
1870,Michigan,Manistee,6074
1870,Michigan,Manitou,891
1870,Michigan,Marquette,15033
1870,Michigan,Mason,3263
1870,Michigan,Mecosta,5642
1870,Michigan,Menominee,1791
1870,Michigan,Midland,3285
1870,Michigan,Missaukee,130
1870,Michigan,Monroe,27483
1870,Michigan,Montcalm,13629
1870,Michigan,Montmorency,
1870,Michigan,Muskegon,14894
1870,Michigan,Newaygo,7294
1870,Michigan,Oakland,40867
1870,Michigan,Oceana,7222
1870,Michigan,Ogemaw,12
1870,Michigan,Ontonagon,2845
1870,Michigan,Osceola,2093
1870,Michigan,Oscoda,70
1870,Michigan,Otsego,
1870,Michigan,Ottawa,26651
1870,Michigan,Presque Isle,355
1870,Michigan,Roscommon,
1870,Michigan,Saginaw,39097
1870,Michigan,St Clair,36661
1870,Michigan,St Joseph,26275
1870,Michigan,Sanilac,14562
1870,Michigan,Schoolcraft,
1870,Michigan,Shiawassee,20858
1870,Michigan,Tuscola,13714
1870,Michigan,Van Buren,28829
1870,Michigan,Washtenaw,41434
1870,Michigan,Wayne,119038
1870,Michigan,Wexford,650
1870,Minnesota,Aitkin,178
1870,Minnesota,Anoka,3940
1870,Minnesota,Becker,308
1870,Minnesota,Beltrami,80
1870,Minnesota,Benton,1558
1870,Minnesota,Big Stone,24
1870,Minnesota,Blue Earth,17302
1870,Minnesota,Brown,6396
1870,Minnesota,Carlton,286
1870,Minnesota,Carver,11586
1870,Minnesota,Cass,380
1870,Minnesota,Chippewa,1467
1870,Minnesota,Chisago,4358
1870,Minnesota,Clay,92
1870,Minnesota,Cottonwood,534
1870,Minnesota,Crow Wing,200
1870,Minnesota,Dakota,16312
1870,Minnesota,Dodge,8598
1870,Minnesota,Douglas,4239
1870,Minnesota,Faribault,9940
1870,Minnesota,Fillmore,24887
1870,Minnesota,Freeborn,10578
1870,Minnesota,Goodhue,22618
1870,Minnesota,Grant,340
1870,Minnesota,Hennepin,31566
1870,Minnesota,Houston,14936
1870,Minnesota,Isanti,2035
1870,Minnesota,Itasca,96
1870,Minnesota,Jackson,1825
1870,Minnesota,Kanabec,93
1870,Minnesota,Kandiyohi,1760
1870,Minnesota,Lac Qui Parle (old),145
1870,Minnesota,Lake,135
1870,Minnesota,Le Sueur,11607
1870,Minnesota,McLeod,5643
1870,Minnesota,Martin,3867
1870,Minnesota,Meeker,6090
1870,Minnesota,Mille Lacs,1109
1870,Minnesota,Monongalia,3161
1870,Minnesota,Morrison,1681
1870,Minnesota,Mower,10447
1870,Minnesota,Murray,209
1870,Minnesota,Nicollet,8362
1870,Minnesota,Nobles,117
1870,Minnesota,Olmsted,19793
1870,Minnesota,Otter Tail,1968
1870,Minnesota,Pembina,64
1870,Minnesota,Pine,648
1870,Minnesota,Polk,
1870,Minnesota,Pope,2691
1870,Minnesota,Ramsey,23085
1870,Minnesota,Redwood,1829
1870,Minnesota,Renville,3219
1870,Minnesota,Rice,16083
1870,Minnesota,Rock,138
1870,Minnesota,St Louis,4561
1870,Minnesota,Scott,11042
1870,Minnesota,Sherburne,2050
1870,Minnesota,Sibley,6725
1870,Minnesota,Stearns,14206
1870,Minnesota,Steele,8271
1870,Minnesota,Stevens,174
1870,Minnesota,Todd,2036
1870,Minnesota,Traverse,13
1870,Minnesota,Wabasha,15859
1870,Minnesota,Wadena,6
1870,Minnesota,Waseca,7854
1870,Minnesota,Washington,11809
1870,Minnesota,Watonwan,2426
1870,Minnesota,Wilkin,295
1870,Minnesota,Winona,22319
1870,Minnesota,Wright,9457
1870,Mississippi,Adams,19084
1870,Mississippi,Alcorn,10431
1870,Mississippi,Amite,10973
1870,Mississippi,Attala,14776
1870,Mississippi,Bolivar,9732
1870,Mississippi,Calhoun,10561
1870,Mississippi,Carroll,21047
1870,Mississippi,Chickasaw,19899
1870,Mississippi,Choctaw,16988
1870,Mississippi,Claiborne,13386
1870,Mississippi,Clarke,7505
1870,Mississippi,Coahoma,7144
1870,Mississippi,Copiah,20608
1870,Mississippi,Covington,4753
1870,Mississippi,DeSoto,32021
1870,Mississippi,Franklin,7498
1870,Mississippi,Greene,2038
1870,Mississippi,Grenada,10571
1870,Mississippi,Hancock,4239
1870,Mississippi,Harrison,5795
1870,Mississippi,Hinds,30488
1870,Mississippi,Holmes,19370
1870,Mississippi,Issaquena,6887
1870,Mississippi,Itawamba,7812
1870,Mississippi,Jackson,4362
1870,Mississippi,Jasper,10884
1870,Mississippi,Jefferson,13848
1870,Mississippi,Jones,3313
1870,Mississippi,Kemper,12920
1870,Mississippi,Lafayette,18802
1870,Mississippi,Lauderdale,13462
1870,Mississippi,Lawrence,6720
1870,Mississippi,Leake,8496
1870,Mississippi,Lee,15955
1870,Mississippi,Lincoln,10184
1870,Mississippi,Lowndes,30502
1870,Mississippi,Madison,20948
1870,Mississippi,Marion,4211
1870,Mississippi,Marshall,29416
1870,Mississippi,Monroe,22631
1870,Mississippi,Neshoba,7439
1870,Mississippi,Newton,10067
1870,Mississippi,Noxubee,20905
1870,Mississippi,Oktibbeha,14891
1870,Mississippi,Panola,20754
1870,Mississippi,Perry,2694
1870,Mississippi,Pike,11303
1870,Mississippi,Pontotoc,12525
1870,Mississippi,Prentiss,9348
1870,Mississippi,Rankin,12977
1870,Mississippi,Scott,7847
1870,Mississippi,Simpson,5718
1870,Mississippi,Smith,7126
1870,Mississippi,Sunflower,5015
1870,Mississippi,Tallahatchie,7852
1870,Mississippi,Tippah,20727
1870,Mississippi,Tishomingo,7350
1870,Mississippi,Tunica,5358
1870,Mississippi,Warren,26769
1870,Mississippi,Washington,14569
1870,Mississippi,Wayne,4206
1870,Mississippi,Wilkinson,12705
1870,Mississippi,Winston,8984
1870,Mississippi,Yalobusha,13254
1870,Mississippi,Yazoo,17279
1870,Missouri,Adair,11448
1870,Missouri,Andrew,15137
1870,Missouri,Atchison,8440
1870,Missouri,Audrain,12307
1870,Missouri,Barry,10373
1870,Missouri,Barton,5087
1870,Missouri,Bates,15960
1870,Missouri,Benton,11322
1870,Missouri,Bollinger,8162
1870,Missouri,Boone,20765
1870,Missouri,Buchanan,35109
1870,Missouri,Butler,4298
1870,Missouri,Caldwell,11390
1870,Missouri,Callaway,19202
1870,Missouri,Camden,6108
1870,Missouri,Cape Girardeau,17558
1870,Missouri,Carroll,17446
1870,Missouri,Carter,1455
1870,Missouri,Cass,19296
1870,Missouri,Cedar,9474
1870,Missouri,Chariton,19136
1870,Missouri,Christian,6707
1870,Missouri,Clark,13667
1870,Missouri,Clay,15564
1870,Missouri,Clinton,14063
1870,Missouri,Cole,10292
1870,Missouri,Cooper,20692
1870,Missouri,Crawford,7982
1870,Missouri,Dade,8683
1870,Missouri,Dallas,8383
1870,Missouri,Daviess,14410
1870,Missouri,DeKalb,9858
1870,Missouri,Dent,6357
1870,Missouri,Douglas,3915
1870,Missouri,Dunklin,5982
1870,Missouri,Franklin,30098
1870,Missouri,Gasconade,10093
1870,Missouri,Gentry,11607
1870,Missouri,Greene,21549
1870,Missouri,Grundy,10567
1870,Missouri,Harrison,14635
1870,Missouri,Henry,17401
1870,Missouri,Hickory,6452
1870,Missouri,Holt,11652
1870,Missouri,Howard,17233
1870,Missouri,Howell,4218
1870,Missouri,Iron,6278
1870,Missouri,Jackson,55041
1870,Missouri,Jasper,14928
1870,Missouri,Jefferson,15380
1870,Missouri,Johnson,24648
1870,Missouri,Knox,10974
1870,Missouri,Laclede,9380
1870,Missouri,Lafayette,22623
1870,Missouri,Lawrence,13067
1870,Missouri,Lewis,15114
1870,Missouri,Lincoln,15960
1870,Missouri,Linn,15900
1870,Missouri,Livingston,16730
1870,Missouri,McDonald,5226
1870,Missouri,Macon,23230
1870,Missouri,Madison,5849
1870,Missouri,Maries,5916
1870,Missouri,Marion,23780
1870,Missouri,Mercer,11557
1870,Missouri,Miller,6616
1870,Missouri,Mississippi,4982
1870,Missouri,Moniteau,11375
1870,Missouri,Monroe,17149
1870,Missouri,Montgomery,10405
1870,Missouri,Morgan,8434
1870,Missouri,New Madrid,6357
1870,Missouri,Newton,12821
1870,Missouri,Nodaway,14751
1870,Missouri,Oregon,3287
1870,Missouri,Osage,10793
1870,Missouri,Ozark,3363
1870,Missouri,Pemiscot,2059
1870,Missouri,Perry,9877
1870,Missouri,Pettis,18706
1870,Missouri,Phelps,10506
1870,Missouri,Pike,23076
1870,Missouri,Platte,17352
1870,Missouri,Polk,12445
1870,Missouri,Pulaski,4714
1870,Missouri,Putnam,11217
1870,Missouri,Ralls,10510
1870,Missouri,Randolph,15908
1870,Missouri,Ray,18700
1870,Missouri,Reynolds,3756
1870,Missouri,Ripley,3175
1870,Missouri,St Charles,21304
1870,Missouri,St Clair,6742
1870,Missouri,Ste Genevieve,8384
1870,Missouri,St Francois,9742
1870,Missouri,St Louis,351189
1870,Missouri,Saline,21672
1870,Missouri,Schuyler,8820
1870,Missouri,Scotland,10670
1870,Missouri,Scott,7317
1870,Missouri,Shannon,2339
1870,Missouri,Shelby,10119
1870,Missouri,Stoddard,8535
1870,Missouri,Stone,3253
1870,Missouri,Sullivan,11907
1870,Missouri,Taney,4407
1870,Missouri,Texas,9618
1870,Missouri,Vernon,11247
1870,Missouri,Warren,9673
1870,Missouri,Washington,11719
1870,Missouri,Wayne,6068
1870,Missouri,Webster,10434
1870,Missouri,Worth,5004
1870,Missouri,Wright,5684
1870,Montana Territory,Beaverhead,722
1870,Montana Territory,Big Horn,38
1870,Montana Territory,Chouteau,517
1870,Montana Territory,Dawson,177
1870,Montana Territory,Deer Lodge,4367
1870,Montana Territory,Gallatin,1578
1870,Montana Territory,Jefferson,1531
1870,Montana Territory,Lewis And Clark,5040
1870,Montana Territory,Madison,2684
1870,Montana Territory,Meagher,1387
1870,Montana Territory,Missoula,2554
1870,Nebraska,Adams,19
1870,Nebraska,Blackbird,31
1870,Nebraska,Buffalo,193
1870,Nebraska,Burt,2847
1870,Nebraska,Butler,1290
1870,Nebraska,Cass,8151
1870,Nebraska,Cedar,1032
1870,Nebraska,Cheyenne,190
1870,Nebraska,Clay,54
1870,Nebraska,Colfax,1424
1870,Nebraska,Cuming,2964
1870,Nebraska,Dakota,2040
1870,Nebraska,Dawson,103
1870,Nebraska,Dixon,1345
1870,Nebraska,Dodge,4212
1870,Nebraska,Douglas,19982
1870,Nebraska,Fillmore,238
1870,Nebraska,Franklin,26
1870,Nebraska,Gage,3359
1870,Nebraska,Grant (old),484
1870,Nebraska,Hall,1057
1870,Nebraska,Hamilton,130
1870,Nebraska,Harrison,631
1870,Nebraska,Jackson,9
1870,Nebraska,Jefferson,2440
1870,Nebraska,Johnson,3429
1870,Nebraska,Kearney,58
1870,Nebraska,Lancaster,7074
1870,Nebraska,L'Eau Qui Court,261
1870,Nebraska,Lincoln,17
1870,Nebraska,Lyon,78
1870,Nebraska,Madison,1133
1870,Nebraska,Merrick,557
1870,Nebraska,Monroe,235
1870,Nebraska,Nemaha,7593
1870,Nebraska,Nuckolls,8
1870,Nebraska,Otoe,12345
1870,Nebraska,Pawnee,4171
1870,Nebraska,Pierce,152
1870,Nebraska,Platte,1899
1870,Nebraska,Polk,136
1870,Nebraska,Richardson,9780
1870,Nebraska,Saline,3106
1870,Nebraska,Sarpy,2913
1870,Nebraska,Saunders,4547
1870,Nebraska,Seward,2953
1870,Nebraska,Stanton,636
1870,Nebraska,Taylor,97
1870,Nebraska,Unorganized NW Territory,52
1870,Nebraska,Unorganized Territory West of Madison County,183
1870,Nebraska,Washington,4452
1870,Nebraska,Wayne,182
1870,Nebraska,Webster,16
1870,Nebraska,York,604
1870,Nebraska,Pawnee Reservation,44
1870,Nebraska,Winnebago Reservation,31
1870,Nevada,Churchill,196
1870,Nevada,Douglas,1215
1870,Nevada,Elko,3447
1870,Nevada,Esmeralda,1553
1870,Nevada,Humboldt,1916
1870,Nevada,Lander,2815
1870,Nevada,Lincoln,2985
1870,Nevada,Lyon,1837
1870,Nevada,Nye,1087
1870,Nevada,Ormsby,3668
1870,Nevada,Rio Virgin,450
1870,Nevada,Roop,133
1870,Nevada,Storey,11359
1870,Nevada,Washoe,3091
1870,Nevada,White Pine,7189
1870,New Hampshire,Belknap,17681
1870,New Hampshire,Carroll,17332
1870,New Hampshire,Cheshire,27265
1870,New Hampshire,Coos,14932
1870,New Hampshire,Grafton,39103
1870,New Hampshire,Hillsborough,64238
1870,New Hampshire,Merrimack,42151
1870,New Hampshire,Rockingham,47297
1870,New Hampshire,Strafford,30243
1870,New Hampshire,Sullivan,18058
1870,New Jersey,Atlantic,14093
1870,New Jersey,Bergen,30122
1870,New Jersey,Burlington,53639
1870,New Jersey,Camden,46193
1870,New Jersey,Cape May,8349
1870,New Jersey,Cumberland,34665
1870,New Jersey,Essex,143839
1870,New Jersey,Gloucester,21562
1870,New Jersey,Hudson,129067
1870,New Jersey,Hunterdon,36963
1870,New Jersey,Mercer,46386
1870,New Jersey,Middlesex,45029
1870,New Jersey,Monmouth,46195
1870,New Jersey,Morris,43137
1870,New Jersey,Ocean,13628
1870,New Jersey,Passaic,46416
1870,New Jersey,Salem,23940
1870,New Jersey,Somerset,23510
1870,New Jersey,Sussex,23168
1870,New Jersey,Union,41859
1870,New Jersey,Warren,34336
1870,New Mexico Territory,Bernalillo,7591
1870,New Mexico Territory,Colfax,1992
1870,New Mexico Territory,Dona Ana,5864
1870,New Mexico Territory,Grant,1143
1870,New Mexico Territory,Lincoln,1803
1870,New Mexico Territory,Mora,8056
1870,New Mexico Territory,Rio Arriba,9294
1870,New Mexico Territory,San Miguel,16058
1870,New Mexico Territory,Santa Anna,2599
1870,New Mexico Territory,Santa Fe,9699
1870,New Mexico Territory,Socorro,6603
1870,New Mexico Territory,Taos,12079
1870,New Mexico Territory,Valencia,9093
1870,New York,Albany,133052
1870,New York,Allegany,40814
1870,New York,Broome,44103
1870,New York,Cattaraugus,43909
1870,New York,Cayuga,59550
1870,New York,Chautauqua,59327
1870,New York,Chemung,35281
1870,New York,Chenango,40564
1870,New York,Clinton,47947
1870,New York,Columbia,47044
1870,New York,Cortland,25173
1870,New York,Delaware,42972
1870,New York,Dutchess,74041
1870,New York,Erie,178699
1870,New York,Essex,29042
1870,New York,Franklin,30271
1870,New York,Fulton,27064
1870,New York,Genesee,31606
1870,New York,Greene,31832
1870,New York,Hamilton,2960
1870,New York,Herkimer,39929
1870,New York,Jefferson,65415
1870,New York,Kings,419921
1870,New York,Lewis,28699
1870,New York,Livingston,38309
1870,New York,Madison,43522
1870,New York,Monroe,117868
1870,New York,Montgomery,34457
1870,New York,New York,942292
1870,New York,Niagara,50437
1870,New York,Oneida,110008
1870,New York,Onondaga,104183
1870,New York,Ontario,45108
1870,New York,Orange,80902
1870,New York,Orleans,27689
1870,New York,Oswego,77941
1870,New York,Otsego,48967
1870,New York,Putnam,15420
1870,New York,Queens,73803
1870,New York,Rensselaer,99549
1870,New York,Richmond,33029
1870,New York,Rockland,25213
1870,New York,St Lawrence,84826
1870,New York,Saratoga,51529
1870,New York,Schenectady,21347
1870,New York,Schoharie,33340
1870,New York,Schuyler,18989
1870,New York,Seneca,27823
1870,New York,Steuben,67717
1870,New York,Suffolk,46924
1870,New York,Sullivan,34550
1870,New York,Tioga,30572
1870,New York,Tompkins,33178
1870,New York,Ulster,84075
1870,New York,Warren,22592
1870,New York,Washington,49568
1870,New York,Wayne,47710
1870,New York,Westchester,131348
1870,New York,Wyoming,29164
1870,New York,Yates,19595
1870,North Carolina,Alamance,11874
1870,North Carolina,Alexander,6868
1870,North Carolina,Alleghany,3691
1870,North Carolina,Anson,12428
1870,North Carolina,Ashe,9573
1870,North Carolina,Beaufort,13011
1870,North Carolina,Bertie,12950
1870,North Carolina,Bladen,12831
1870,North Carolina,Brunswick,7754
1870,North Carolina,Buncombe,15412
1870,North Carolina,Burke,9777
1870,North Carolina,Cabarrus,11954
1870,North Carolina,Caldwell,8476
1870,North Carolina,Camden,5361
1870,North Carolina,Carteret,9010
1870,North Carolina,Caswell,16081
1870,North Carolina,Catawba,10984
1870,North Carolina,Chatham,19723
1870,North Carolina,Cherokee,8080
1870,North Carolina,Chowan,6450
1870,North Carolina,Clay,2461
1870,North Carolina,Cleveland,12696
1870,North Carolina,Columbus,8474
1870,North Carolina,Craven,20516
1870,North Carolina,Cumberland,17035
1870,North Carolina,Currituck,5131
1870,North Carolina,Dare,2778
1870,North Carolina,Davidson,17414
1870,North Carolina,Davie,9620
1870,North Carolina,Duplin,15542
1870,North Carolina,Edgecombe,22970
1870,North Carolina,Forsyth,13050
1870,North Carolina,Franklin,14134
1870,North Carolina,Gaston,12602
1870,North Carolina,Gates,7724
1870,North Carolina,Granville,24831
1870,North Carolina,Greene,8687
1870,North Carolina,Guilford,21736
1870,North Carolina,Halifax,20408
1870,North Carolina,Harnett,8895
1870,North Carolina,Haywood,7921
1870,North Carolina,Henderson,7706
1870,North Carolina,Hertford,9273
1870,North Carolina,Hyde,6445
1870,North Carolina,Iredell,16931
1870,North Carolina,Jackson,6683
1870,North Carolina,Johnston,16897
1870,North Carolina,Jones,5002
1870,North Carolina,Lenoir,10434
1870,North Carolina,Lincoln,9573
1870,North Carolina,McDowell,7592
